ID,出现概率,类型,随机次数,掉落组1
6558,10000,1,1,10000:110:13:13;10000:134:1:1;10000:117:10:10;10000:15082:1:1;
6559,10000,1,1,10000:12149:1:1;10000:135:1:1;10000:117:10:10;10000:15083:1:1;
6560,10000,1,1,10000:100:30:30;10000:133:1:1;10000:117:10:10;10000:15084:1:1;
6561,10000,1,1,10000:12136:1:1;10000:134:1:1;10000:117:10:10;10000:15085:1:1;
6562,10000,1,1,10000:110:14:14;10000:135:1:1;10000:117:10:10;10000:15086:1:1;
6563,10000,1,1,10000:12149:1:1;10000:137:1:1;10000:117:10:10;
6564,10000,1,1,10000:136:2:2;10000:110:15:15;10000:100:30:30;10000:117:10:10;10000:15088:1:1;
6565,10000,1,1,10000:136:2:2;10000:110:15:15;10000:100:30:30;10000:117:10:10;10000:15089:1:1;
6566,10000,1,1,10000:136:3:3;10000:110:15:15;10000:100:30:30;10000:117:10:10;10000:15090:1:1;
6567,10000,1,1,10000:136:3:3;10000:110:15:15;10000:100:30:30;10000:117:10:10;10000:15091:1:1;
6568,10000,1,1,10000:136:4:4;10000:110:15:15;10000:100:30:30;10000:117:10:10;10000:15092:1:1;
6569,10000,1,1,10000:136:4:4;10000:110:15:15;10000:100:30:30;10000:117:10:10;10000:15093:1:1;
6570,10000,1,1,10000:136:5:5;10000:110:15:15;10000:100:30:30;10000:117:10:10;10000:15094:1:1;
6571,10000,1,1,10000:136:5:5;10000:110:15:15;10000:100:30:30;10000:117:10:10;10000:15095:1:1;
6572,10000,1,1,10000:136:6:6;10000:110:15:15;10000:100:30:30;10000:117:10:10;10000:15096:1:1;
6573,10000,1,1,10000:136:6:6;10000:110:15:15;10000:100:30:30;10000:117:10:10;
6574,10000,1,1,10000:13178:1:1;10000:13180:1:1
6575,10000,1,1,10000:13179:1:1;10000:13181:1:1
6576,10000,1,1,10000:13186:1:1
6577,10000,1,1,10000:13187:1:1
6578,10000,1,1,10000:264:1:1
6579,10000,0,1,200:349:1:1;200:350:1:1;1000:15065:1:1;10000:531:1:1;10000:2:66:66
6580,10000,1,1,10000:13192:1:1;10000:13194:1:1
6581,10000,1,1,10000:13193:1:1;10000:13195:1:1
6582,10000,0,1,200:351:1:1;200:352:1:1;1000:15065:1:1;10000:19:50000:50000;10000:2:66:66
8012,10000,0,1,2000:1002:1:1;2000:2002:1:1;2000:1502:1:1;2000:3002:1:1;2000:4002:1:1;2000:5002:1:1;2000:8002:1:1;2000:7002:1:1;2000:9002:1:1;2000:6002:1:1;7000:101:1:1;7000:102:1:1;7000:511:1:1;7000:495:1:1;1000:495:3:3
8013,10000,0,1,2000:1004:1:1;2000:2004:1:1;2000:1504:1:1;2000:3004:1:1;2000:4004:1:1;2000:5004:1:1;2000:8004:1:1;2000:7004:1:1;2000:9004:1:1;2000:6004:1:1;5000:101:2:2;5000:102:2:2;5000:530:10:10;5000:496:1:1;1000:496:3:3
8014,10000,0,1,4000:1005:1:1;4000:2005:1:1;4000:1505:1:1;4000:3005:1:1;4000:4005:1:1;4000:5005:1:1;4000:8005:1:1;4000:7005:1:1;4000:9005:1:1;4000:6005:1:1;7000:101:5:5;7000:102:5:5;7000:497:1:1;7000:497:3:3;7000:531:1:1;7000:517:1:1
8015,10000,0,1,300:14260:1:1;300:14261:1:1;300:14262:1:1;300:14263:1:1;300:14264:1:1;300:14265:1:1;300:14266:1:1;300:14267:1:1;300:14268:1:1;300:14269:1:1;300:14270:1:1;300:14271:1:1;300:14272:1:1;300:14273:1:1;300:14274:1:1;300:14275:1:1;300:14276:1:1;300:14277:1:1;300:14278:1:1;300:14279:1:1;5:14280:1:1;5:14281:1:1;5:14282:1:1;5:14283:1:1;5:14284:1:1;5:14285:1:1;5:14286:1:1;5:14287:1:1;5:14288:1:1;5:14289:1:1;2000:1008:1:1;2000:2008:1:1;2000:1508:1:1;2000:3008:1:1;2000:4008:1:1;2000:5008:1:1;2000:8008:1:1;2000:7008:1:1;2000:9008:1:1;2000:6008:1:1;10000:498:10:10;10000:517:10:10;2000:15042:1:1;2000:15043:1:1;2000:15044:1:1;2000:15045:1:1;2000:15046:1:1;2000:15047:1:1
8016,10000,1,1,10000:231:5:5;10000:115:5:5
8017,10000,1,1,10000:231:5:5;10000:116:5:5
8018,10000,1,1,10000:231:10:10;10000:117:5:5;10000:116:5:5;10000:115:5:5
8019,10000,1,1,10000:13163:1:1;10000:13173:1:1
8020,10000,1,1,10000:13162:1:1;10000:13172:1:1
8021,10000,0,1,1000:132:1:1;8000:129:3:3;10000:134:1:1;10000:135:1:1;2000:513:1:1;500:523:1:1;10000:531:3:3;800:1007:1:1;800:1507:1:1;800:2007:1:1;800:3007:1:1;800:4007:1:1;1000:5007:1:1;1000:6007:1:1;1000:7007:1:1;1000:8007:1:1;1000:9007:1:1;1:11203:1:1;1:11202:1:1;1:11201:1:1
8022,10000,0,1,1500:132:1:1;8000:129:3:3;10000:134:1:1;10000:135:1:1;2500:513:1:1;800:523:1:1;10000:531:3:3;800:1007:1:1;800:1507:1:1;800:2007:1:1;800:3007:1:1;800:4007:1:1;1000:5007:1:1;1000:6007:1:1;1000:7007:1:1;1000:8007:1:1;1000:9007:1:1;1:11203:1:1;1:11202:1:1;1:11201:1:1
8023,10000,0,1,1600:132:1:1;8000:129:3:3;10000:134:1:1;10000:135:1:1;3000:513:1:1;1000:523:1:1;10000:531:3:3;800:1007:1:1;800:1507:1:1;800:2007:1:1;800:3007:1:1;800:4007:1:1;1000:5007:1:1;1000:6007:1:1;1000:7007:1:1;1000:8007:1:1;1000:9007:1:1;1:11203:1:1;10:11202:1:1;100:11201:1:1
8024,10000,0,1,1800:132:1:1;8000:129:3:3;10000:134:1:1;10000:135:1:1;3000:513:1:1;1200:523:1:1;10000:531:3:3;1000:1007:1:1;1000:1507:1:1;1000:2007:1:1;1000:3007:1:1;1000:4007:1:1;1200:5007:1:1;1200:6007:1:1;1200:7007:1:1;1200:8007:1:1;1200:9007:1:1;100:11203:1:1;500:11202:1:1;5000:11201:1:1
8025,10000,0,1,1500:132:1:1;5000:129:3:3;5000:134:1:1;5000:135:1:1;2500:513:1:1;1200:523:1:1;5000:531:3:3;1000:1007:1:1;1000:1507:1:1;1000:2007:1:1;1000:3007:1:1;1000:4007:1:1;1200:5007:1:1;1200:6007:1:1;1200:7007:1:1;1200:8007:1:1;1200:9007:1:1;100:11203:1:1;1000:11202:1:1;10000:11201:1:1
8026,10000,1,1,10000:1:10000:10000;
8027,10000,1,1,10000:1:10000:10000;10000:512:3:3;
8028,10000,1,1,10000:1:10000:10000;10000:512:3:3;10000:6004:1:1;
8029,10000,1,1,10000:1:10000:10000;10000:512:3:3;10000:6004:1:1;10000:531:5:5;
8030,10000,1,1,10000:1:10000:10000;10000:512:3:3;10000:6004:1:1;10000:531:5:5;10000:11211:1:1;
8031,10000,1,1,10000:1:10000:10000;
8032,10000,1,1,10000:1:10000:10000;10000:512:3:3;
8033,10000,1,1,10000:1:10000:10000;10000:512:3:3;10000:5004:1:1;
8034,10000,1,1,10000:1:10000:10000;10000:512:3:3;10000:5004:1:1;10000:531:5:5;
8035,10000,1,1,10000:1:10000:10000;10000:512:3:3;10000:5004:1:1;10000:531:5:5;10000:11211:1:1;
8036,10000,1,1,10000:1:10000:10000;
8037,10000,1,1,10000:1:10000:10000;10000:512:3:3;
8038,10000,1,1,10000:1:10000:10000;10000:512:3:3;10000:8004:1:1;
8039,10000,1,1,10000:1:10000:10000;10000:512:3:3;10000:8004:1:1;10000:531:5:5;
8040,10000,1,1,10000:1:10000:10000;10000:512:3:3;10000:8004:1:1;10000:531:5:5;10000:11211:1:1;
8041,10000,1,1,10000:1:10000:10000;
8042,10000,1,1,10000:1:10000:10000;10000:512:3:3;
8043,10000,1,1,10000:1:10000:10000;10000:512:3:3;10000:9004:1:1;
8044,10000,1,1,10000:1:10000:10000;10000:512:3:3;10000:9004:1:1;10000:531:5:5;
8045,10000,1,1,10000:1:10000:10000;10000:512:3:3;10000:9004:1:1;10000:531:5:5;10000:11211:1:1;
8046,10000,1,1,10000:1:10000:10000;
8047,10000,1,1,10000:1:10000:10000;10000:512:3:3;
8048,10000,1,1,10000:1:10000:10000;10000:512:3:3;10000:7004:1:1;
8049,10000,1,1,10000:1:10000:10000;10000:512:3:3;10000:7004:1:1;10000:531:5:5;
8050,10000,1,1,10000:1:10000:10000;10000:512:3:3;10000:7004:1:1;10000:531:5:5;10000:11211:1:1;
8051,10000,1,1,10000:1:10000:10000;
8052,10000,1,1,10000:1:10000:10000;10000:512:3:3;
8053,10000,1,1,10000:1:10000:10000;10000:512:3:3;10000:624:1:1;
8054,10000,1,1,10000:1:10000:10000;10000:512:3:3;10000:624:1:1;10000:531:5:5;
8055,10000,1,1,10000:1:10000:10000;10000:512:3:3;10000:624:1:1;10000:531:5:5;10000:11211:1:1;
8056,10000,1,1,10000:1:10000:10000;
8057,10000,1,1,10000:1:10000:10000;10000:512:3:3;
8058,10000,1,1,10000:1:10000:10000;10000:512:3:3;10000:604:1:1;
8059,10000,1,1,10000:1:10000:10000;10000:512:3:3;10000:604:1:1;10000:531:5:5;
8060,10000,1,1,10000:1:10000:10000;10000:512:3:3;10000:604:1:1;10000:531:5:5;10000:11211:1:1;
8061,10000,1,1,10000:1:30000:30000;
8062,10000,1,1,10000:1:30000:30000;10000:101:5:5;
8063,10000,1,1,10000:1:30000:30000;10000:101:5:5;10000:6004:1:1;
8064,10000,1,1,10000:1:30000:30000;10000:101:5:5;10000:6004:1:1;10000:531:5:5;
8065,10000,1,1,10000:1:30000:30000;10000:101:5:5;10000:6004:1:1;10000:531:5:5;10000:11211:1:1;
8066,10000,1,1,10000:1:30000:30000;
8067,10000,1,1,10000:1:30000:30000;10000:102:5:5;
8068,10000,1,1,10000:1:30000:30000;10000:102:5:5;10000:5004:1:1;
8069,10000,1,1,10000:1:30000:30000;10000:102:5:5;10000:5004:1:1;10000:531:5:5;
8070,10000,1,1,10000:1:30000:30000;10000:102:5:5;10000:5004:1:1;10000:531:5:5;10000:11211:1:1;
8071,10000,1,1,10000:1:30000:30000;
8072,10000,1,1,10000:1:30000:30000;10000:101:5:5;
8073,10000,1,1,10000:1:30000:30000;10000:101:5:5;10000:8004:1:1;
8074,10000,1,1,10000:1:30000:30000;10000:101:5:5;10000:8004:1:1;10000:531:5:5;
8075,10000,1,1,10000:1:30000:30000;10000:101:5:5;10000:8004:1:1;10000:531:5:5;10000:11211:1:1;
8076,10000,1,1,10000:1:30000:30000;
8077,10000,1,1,10000:1:30000:30000;10000:102:5:5;
8078,10000,1,1,10000:1:30000:30000;10000:102:5:5;10000:9004:1:1;
8079,10000,1,1,10000:1:30000:30000;10000:102:5:5;10000:9004:1:1;10000:531:5:5;
8080,10000,1,1,10000:1:30000:30000;10000:102:5:5;10000:9004:1:1;10000:531:5:5;10000:11211:1:1;
8081,10000,1,1,10000:1:30000:30000;
8082,10000,1,1,10000:1:30000:30000;10000:101:5:5;
8083,10000,1,1,10000:1:30000:30000;10000:101:5:5;10000:7004:1:1;
8084,10000,1,1,10000:1:30000:30000;10000:101:5:5;10000:7004:1:1;10000:531:5:5;
8085,10000,1,1,10000:1:30000:30000;10000:101:5:5;10000:7004:1:1;10000:531:5:5;10000:11211:1:1;
8086,10000,1,1,10000:1:30000:30000;
8087,10000,1,1,10000:1:30000:30000;10000:102:5:5;
8088,10000,1,1,10000:1:30000:30000;10000:102:5:5;10000:624:1:1;
8089,10000,1,1,10000:1:30000:30000;10000:102:5:5;10000:624:1:1;10000:531:5:5;
8090,10000,1,1,10000:1:30000:30000;10000:102:5:5;10000:624:1:1;10000:531:5:5;10000:11211:1:1;
8091,10000,1,1,10000:1:30000:30000;
8092,10000,1,1,10000:1:30000:30000;10000:101:5:5;
8093,10000,1,1,10000:1:30000:30000;10000:101:5:5;10000:604:1:1;
8094,10000,1,1,10000:1:30000:30000;10000:101:5:5;10000:604:1:1;10000:531:5:5;
8095,10000,1,1,10000:1:30000:30000;10000:101:5:5;10000:604:1:1;10000:531:5:5;10000:11211:1:1;
8096,10000,1,1,10000:1:50000:50000;
8097,10000,1,1,10000:1:50000:50000;10000:101:6:6;
8098,10000,1,1,10000:1:50000:50000;10000:101:6:6;10000:6005:1:1;
8099,10000,1,1,10000:1:50000:50000;10000:101:6:6;10000:6005:1:1;10000:531:6:6;
8100,10000,1,1,10000:1:50000:50000;10000:101:6:6;10000:6005:1:1;10000:531:6:6;10000:11212:1:1;
8101,10000,1,1,10000:1:50000:50000;
8102,10000,1,1,10000:1:50000:50000;10000:102:6:6;
8103,10000,1,1,10000:1:50000:50000;10000:102:6:6;10000:5005:1:1;
8104,10000,1,1,10000:1:50000:50000;10000:102:6:6;10000:5005:1:1;10000:531:6:6;
8105,10000,1,1,10000:1:50000:50000;10000:102:6:6;10000:5005:1:1;10000:531:6:6;10000:11212:1:1;
8106,10000,1,1,10000:1:50000:50000;
8107,10000,1,1,10000:1:50000:50000;10000:101:6:6;
8108,10000,1,1,10000:1:50000:50000;10000:101:6:6;10000:8005:1:1;
8109,10000,1,1,10000:1:50000:50000;10000:101:6:6;10000:8005:1:1;10000:531:6:6;
8110,10000,1,1,10000:1:50000:50000;10000:101:6:6;10000:8005:1:1;10000:531:6:6;10000:11212:1:1;
8111,10000,1,1,10000:1:50000:50000;
8112,10000,1,1,10000:1:50000:50000;10000:102:6:6;
8113,10000,1,1,10000:1:50000:50000;10000:102:6:6;10000:9005:1:1;
8114,10000,1,1,10000:1:50000:50000;10000:102:6:6;10000:9005:1:1;10000:531:6:6;
8115,10000,1,1,10000:1:50000:50000;10000:102:6:6;10000:9005:1:1;10000:531:6:6;10000:11212:1:1;
8116,10000,1,1,10000:1:50000:50000;
8117,10000,1,1,10000:1:50000:50000;10000:101:6:6;
8118,10000,1,1,10000:1:50000:50000;10000:101:6:6;10000:7005:1:1;
8119,10000,1,1,10000:1:50000:50000;10000:101:6:6;10000:7005:1:1;10000:531:6:6;
8120,10000,1,1,10000:1:50000:50000;10000:101:6:6;10000:7005:1:1;10000:531:6:6;10000:11212:1:1;
8121,10000,1,1,10000:1:50000:50000;
8122,10000,1,1,10000:1:50000:50000;10000:102:6:6;
8123,10000,1,1,10000:1:50000:50000;10000:102:6:6;10000:625:1:1;
8124,10000,1,1,10000:1:50000:50000;10000:102:6:6;10000:625:1:1;10000:531:6:6;
8125,10000,1,1,10000:1:50000:50000;10000:102:6:6;10000:625:1:1;10000:531:6:6;10000:11212:1:1;
8126,10000,1,1,10000:1:50000:50000;
8127,10000,1,1,10000:1:50000:50000;10000:101:6:6;
8128,10000,1,1,10000:1:50000:50000;10000:101:6:6;10000:605:1:1;
8129,10000,1,1,10000:1:50000:50000;10000:101:6:6;10000:605:1:1;10000:531:6:6;
8130,10000,1,1,10000:1:50000:50000;10000:101:6:6;10000:605:1:1;10000:531:6:6;10000:11212:1:1;
8131,10000,1,1,10000:1:70000:70000;
8132,10000,1,1,10000:1:70000:70000;10000:101:7:7;
8133,10000,1,1,10000:1:70000:70000;10000:101:7:7;10000:6005:1:1;
8134,10000,1,1,10000:1:70000:70000;10000:101:7:7;10000:6005:1:1;10000:531:6:6;
8135,10000,1,1,10000:1:70000:70000;10000:101:7:7;10000:6005:1:1;10000:531:6:6;10000:11212:1:1;
8136,10000,1,1,10000:1:70000:70000;
8137,10000,1,1,10000:1:70000:70000;10000:102:7:7;
8138,10000,1,1,10000:1:70000:70000;10000:102:7:7;10000:5005:1:1;
8139,10000,1,1,10000:1:70000:70000;10000:102:7:7;10000:5005:1:1;10000:531:6:6;
8140,10000,1,1,10000:1:70000:70000;10000:102:7:7;10000:5005:1:1;10000:531:6:6;10000:11212:1:1;
8141,10000,1,1,10000:1:70000:70000;
8142,10000,1,1,10000:1:70000:70000;10000:101:7:7;
8143,10000,1,1,10000:1:70000:70000;10000:101:7:7;10000:8005:1:1;
8144,10000,1,1,10000:1:70000:70000;10000:101:7:7;10000:8005:1:1;10000:531:6:6;
8145,10000,1,1,10000:1:70000:70000;10000:101:7:7;10000:8005:1:1;10000:531:6:6;10000:11212:1:1;
8146,10000,1,1,10000:1:70000:70000;
8147,10000,1,1,10000:1:70000:70000;10000:102:7:7;
8148,10000,1,1,10000:1:70000:70000;10000:102:7:7;10000:9005:1:1;
8149,10000,1,1,10000:1:70000:70000;10000:102:7:7;10000:9005:1:1;10000:531:6:6;
8150,10000,1,1,10000:1:70000:70000;10000:102:7:7;10000:9005:1:1;10000:531:6:6;10000:11212:1:1;
8151,10000,1,1,10000:1:70000:70000;
8152,10000,1,1,10000:1:70000:70000;10000:101:7:7;
8153,10000,1,1,10000:1:70000:70000;10000:101:7:7;10000:7005:1:1;
8154,10000,1,1,10000:1:70000:70000;10000:101:7:7;10000:7005:1:1;10000:531:6:6;
8155,10000,1,1,10000:1:70000:70000;10000:101:7:7;10000:7005:1:1;10000:531:6:6;10000:11212:1:1;
8156,10000,1,1,10000:1:70000:70000;
8157,10000,1,1,10000:1:70000:70000;10000:102:7:7;
8158,10000,1,1,10000:1:70000:70000;10000:102:7:7;10000:625:1:1;
8159,10000,1,1,10000:1:70000:70000;10000:102:7:7;10000:625:1:1;10000:531:6:6;
8160,10000,1,1,10000:1:70000:70000;10000:102:7:7;10000:625:1:1;10000:531:6:6;10000:11212:1:1;
8161,10000,1,1,10000:1:70000:70000;
8162,10000,1,1,10000:1:70000:70000;10000:101:7:7;
8163,10000,1,1,10000:1:70000:70000;10000:101:7:7;10000:605:1:1;
8164,10000,1,1,10000:1:70000:70000;10000:101:7:7;10000:605:1:1;10000:531:6:6;
8165,10000,1,1,10000:1:70000:70000;10000:101:7:7;10000:605:1:1;10000:531:6:6;10000:11212:1:1;
8166,10000,1,1,10000:1:100000:100000;
8167,10000,1,1,10000:1:100000:100000;10000:101:8:8;
8168,10000,1,1,10000:1:100000:100000;10000:101:8:8;10000:6006:1:1;
8169,10000,1,1,10000:1:100000:100000;10000:101:8:8;10000:6006:1:1;10000:531:6:6;
8170,10000,1,1,10000:1:100000:100000;10000:101:8:8;10000:6006:1:1;10000:531:6:6;10000:11213:1:1;
8171,10000,1,1,10000:1:100000:100000;
8172,10000,1,1,10000:1:100000:100000;10000:102:8:8;
8173,10000,1,1,10000:1:100000:100000;10000:102:8:8;10000:5006:1:1;
8174,10000,1,1,10000:1:100000:100000;10000:102:8:8;10000:5006:1:1;10000:531:6:6;
8175,10000,1,1,10000:1:100000:100000;10000:102:8:8;10000:5006:1:1;10000:531:6:6;10000:11213:1:1;
8176,10000,1,1,10000:1:100000:100000;
8177,10000,1,1,10000:1:100000:100000;10000:101:8:8;
8178,10000,1,1,10000:1:100000:100000;10000:101:8:8;10000:8006:1:1;
8179,10000,1,1,10000:1:100000:100000;10000:101:8:8;10000:8006:1:1;10000:531:6:6;
8180,10000,1,1,10000:1:100000:100000;10000:101:8:8;10000:8006:1:1;10000:531:6:6;10000:11213:1:1;
8181,10000,1,1,10000:1:100000:100000;
8182,10000,1,1,10000:1:100000:100000;10000:102:8:8;
8183,10000,1,1,10000:1:100000:100000;10000:102:8:8;10000:9006:1:1;
8184,10000,1,1,10000:1:100000:100000;10000:102:8:8;10000:9006:1:1;10000:531:6:6;
8185,10000,1,1,10000:1:100000:100000;10000:102:8:8;10000:9006:1:1;10000:531:6:6;10000:11213:1:1;
8186,10000,1,1,10000:1:100000:100000;
8187,10000,1,1,10000:1:100000:100000;10000:101:8:8;
8188,10000,1,1,10000:1:100000:100000;10000:101:8:8;10000:7006:1:1;
8189,10000,1,1,10000:1:100000:100000;10000:101:8:8;10000:7006:1:1;10000:531:6:6;
8190,10000,1,1,10000:1:100000:100000;10000:101:8:8;10000:7006:1:1;10000:531:6:6;10000:11213:1:1;
8191,10000,1,1,10000:1:100000:100000;
8192,10000,1,1,10000:1:100000:100000;10000:102:8:8;
8193,10000,1,1,10000:1:100000:100000;10000:102:8:8;10000:626:1:1;
8194,10000,1,1,10000:1:100000:100000;10000:102:8:8;10000:626:1:1;10000:531:6:6;
8195,10000,1,1,10000:1:100000:100000;10000:102:8:8;10000:626:1:1;10000:531:6:6;10000:11213:1:1;
8196,10000,1,1,10000:1:100000:100000;
8197,10000,1,1,10000:1:100000:100000;10000:101:8:8;
8198,10000,1,1,10000:1:100000:100000;10000:101:8:8;10000:606:1:1;
8199,10000,1,1,10000:1:100000:100000;10000:101:8:8;10000:606:1:1;10000:531:6:6;
8200,10000,1,1,10000:1:100000:100000;10000:101:8:8;10000:606:1:1;10000:531:6:6;10000:11213:1:1;
8201,10000,0,1,2500:13100:1:1;2500:13101:1:1;2500:13103:1:1;2500:13155:1:1
8202,10000,1,1,10000:11202:1:1
8203,10000,1,1,10000:15061:1:1
8204,10000,1,1,10000:1:125000:125000;
8205,10000,1,1,10000:1:125000:125000;10000:101:9:9;
8206,10000,1,1,10000:1:125000:125000;10000:101:9:9;10000:6006:1:1;
8207,10000,1,1,10000:1:125000:125000;10000:101:9:9;10000:6006:1:1;10000:531:6:6;
8208,10000,1,1,10000:1:125000:125000;10000:101:9:9;10000:6006:1:1;10000:531:6:6;10000:11213:1:1;
8209,10000,1,1,10000:1:125000:125000;
8210,10000,1,1,10000:1:125000:125000;10000:102:9:9;
8211,10000,1,1,10000:1:125000:125000;10000:102:9:9;10000:5006:1:1;
8212,10000,1,1,10000:1:125000:125000;10000:102:9:9;10000:5006:1:1;10000:531:6:6;
8213,10000,1,1,10000:1:125000:125000;10000:102:9:9;10000:5006:1:1;10000:531:6:6;10000:11213:1:1;
8214,10000,1,1,10000:1:125000:125000;
8215,10000,1,1,10000:1:125000:125000;10000:101:9:9;
8216,10000,1,1,10000:1:125000:125000;10000:101:9:9;10000:8006:1:1;
8217,10000,1,1,10000:1:125000:125000;10000:101:9:9;10000:8006:1:1;10000:531:6:6;
8218,10000,1,1,10000:1:125000:125000;10000:101:9:9;10000:8006:1:1;10000:531:6:6;10000:11213:1:1;
8219,10000,1,1,10000:1:125000:125000;
8220,10000,1,1,10000:1:125000:125000;10000:102:9:9;
8221,10000,1,1,10000:1:125000:125000;10000:102:9:9;10000:9006:1:1;
8222,10000,1,1,10000:1:125000:125000;10000:102:9:9;10000:9006:1:1;10000:531:6:6;
8223,10000,1,1,10000:1:125000:125000;10000:102:9:9;10000:9006:1:1;10000:531:6:6;10000:11213:1:1;
8224,10000,1,1,10000:1:125000:125000;
8225,10000,1,1,10000:1:125000:125000;10000:101:9:9;
8226,10000,1,1,10000:1:125000:125000;10000:101:9:9;10000:7006:1:1;
8227,10000,1,1,10000:1:125000:125000;10000:101:9:9;10000:7006:1:1;10000:531:6:6;
8228,10000,1,1,10000:1:125000:125000;10000:101:9:9;10000:7006:1:1;10000:531:6:6;10000:11213:1:1;
8229,10000,1,1,10000:1:125000:125000;
8230,10000,1,1,10000:1:125000:125000;10000:102:9:9;
8231,10000,1,1,10000:1:125000:125000;10000:102:9:9;10000:626:1:1;
8232,10000,1,1,10000:1:125000:125000;10000:102:9:9;10000:626:1:1;10000:531:6:6;
8233,10000,1,1,10000:1:125000:125000;10000:102:9:9;10000:626:1:1;10000:531:6:6;10000:11213:1:1;
8234,10000,1,1,10000:1:125000:125000;
8235,10000,1,1,10000:1:125000:125000;10000:101:9:9;
8236,10000,1,1,10000:1:125000:125000;10000:101:9:9;10000:606:1:1;
8237,10000,1,1,10000:1:125000:125000;10000:101:9:9;10000:606:1:1;10000:531:6:6;
8238,10000,1,1,10000:1:125000:125000;10000:101:9:9;10000:606:1:1;10000:531:6:6;10000:11213:1:1;
8239,10000,1,1,10000:1:150000:150000;
8240,10000,1,1,10000:1:150000:150000;10000:101:10:10;
8241,10000,1,1,10000:1:150000:150000;10000:101:10:10;10000:6006:1:1;
8242,10000,1,1,10000:1:150000:150000;10000:101:10:10;10000:6006:1:1;10000:531:6:6;
8243,10000,1,1,10000:1:150000:150000;10000:101:10:10;10000:6006:1:1;10000:531:6:6;10000:11214:1:1;
8244,10000,1,1,10000:1:150000:150000;
8245,10000,1,1,10000:1:150000:150000;10000:102:10:10;
8246,10000,1,1,10000:1:150000:150000;10000:102:10:10;10000:5006:1:1;
8247,10000,1,1,10000:1:150000:150000;10000:102:10:10;10000:5006:1:1;10000:531:6:6;
8248,10000,1,1,10000:1:150000:150000;10000:102:10:10;10000:5006:1:1;10000:531:6:6;10000:11214:1:1;
8249,10000,1,1,10000:1:150000:150000;
8250,10000,1,1,10000:1:150000:150000;10000:101:10:10;
8251,10000,1,1,10000:1:150000:150000;10000:101:10:10;10000:8006:1:1;
8252,10000,1,1,10000:1:150000:150000;10000:101:10:10;10000:8006:1:1;10000:531:6:6;
8253,10000,1,1,10000:1:150000:150000;10000:101:10:10;10000:8006:1:1;10000:531:6:6;10000:11214:1:1;
8254,10000,1,1,10000:1:150000:150000;
8255,10000,1,1,10000:1:150000:150000;10000:102:10:10;
8256,10000,1,1,10000:1:150000:150000;10000:102:10:10;10000:9006:1:1;
8257,10000,1,1,10000:1:150000:150000;10000:102:10:10;10000:9006:1:1;10000:531:6:6;
8258,10000,1,1,10000:1:150000:150000;10000:102:10:10;10000:9006:1:1;10000:531:6:6;10000:11214:1:1;
8259,10000,1,1,10000:1:150000:150000;
8260,10000,1,1,10000:1:150000:150000;10000:101:10:10;
8261,10000,1,1,10000:1:150000:150000;10000:101:10:10;10000:7006:1:1;
8262,10000,1,1,10000:1:150000:150000;10000:101:10:10;10000:7006:1:1;10000:531:6:6;
8263,10000,1,1,10000:1:150000:150000;10000:101:10:10;10000:7006:1:1;10000:531:6:6;10000:11214:1:1;
8264,10000,1,1,10000:1:150000:150000;
8265,10000,1,1,10000:1:150000:150000;10000:102:10:10;
8266,10000,1,1,10000:1:150000:150000;10000:102:10:10;10000:626:1:1;
8267,10000,1,1,10000:1:150000:150000;10000:102:10:10;10000:626:1:1;10000:531:6:6;
8268,10000,1,1,10000:1:150000:150000;10000:102:10:10;10000:626:1:1;10000:531:6:6;10000:11214:1:1;
8269,10000,1,1,10000:1:150000:150000;
8270,10000,1,1,10000:1:150000:150000;10000:101:10:10;
8271,10000,1,1,10000:1:150000:150000;10000:101:10:10;10000:606:1:1;
8272,10000,1,1,10000:1:150000:150000;10000:101:10:10;10000:606:1:1;10000:531:6:6;
8273,10000,1,1,10000:1:150000:150000;10000:101:10:10;10000:606:1:1;10000:531:6:6;10000:11214:1:1;
8274,10000,1,1,10000:1:175000:175000;
8275,10000,1,1,10000:1:175000:175000;10000:101:10:10;
8276,10000,1,1,10000:1:175000:175000;10000:101:10:10;10000:6006:1:1;
8277,10000,1,1,10000:1:175000:175000;10000:101:10:10;10000:6006:1:1;10000:531:7:7;
8278,10000,1,1,10000:1:175000:175000;10000:101:10:10;10000:6006:1:1;10000:531:7:7;10000:11214:1:1;
8279,10000,1,1,10000:1:175000:175000;
8280,10000,1,1,10000:1:175000:175000;10000:102:10:10;
8281,10000,1,1,10000:1:175000:175000;10000:102:10:10;10000:5006:1:1;
8282,10000,1,1,10000:1:175000:175000;10000:102:10:10;10000:5006:1:1;10000:531:7:7;
8283,10000,1,1,10000:1:175000:175000;10000:102:10:10;10000:5006:1:1;10000:531:7:7;10000:11214:1:1;
8284,10000,1,1,10000:1:175000:175000;
8285,10000,1,1,10000:1:175000:175000;10000:101:10:10;
8286,10000,1,1,10000:1:175000:175000;10000:101:10:10;10000:8006:1:1;
8287,10000,1,1,10000:1:175000:175000;10000:101:10:10;10000:8006:1:1;10000:531:7:7;
8288,10000,1,1,10000:1:175000:175000;10000:101:10:10;10000:8006:1:1;10000:531:7:7;10000:11214:1:1;
8289,10000,1,1,10000:1:175000:175000;
8290,10000,1,1,10000:1:175000:175000;10000:102:10:10;
8291,10000,1,1,10000:1:175000:175000;10000:102:10:10;10000:9006:1:1;
