机器人ID,名字,段位ID,等级,机器人模型,装备,技能,头像,伙伴,伙伴装备,伙伴等级,战斗力,机器人系统类别
RobotId,RobotName,ArenaLevelId,RobotLevel,RobotAvatar,RobotEquip,RobotSkill,RobotHeadPortrait,PartnerId,PartnerEquip,PartnerLevel,FightPower,SystemType
int,string,int,int,int,list,list,int,list,list,list,list,int
1428,刘贝,10003,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1429,刘贝,10003,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1430,刘贝,10003,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1431,刘贝,10003,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1432,刘贝,10003,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1433,刘贝,10003,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1434,刘贝,10003,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1435,刘贝,10003,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1436,刘贝,10003,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1437,刘贝,10003,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1438,刘贝,10003,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1439,刘贝,10003,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1440,刘贝,10003,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1441,刘贝,10003,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1442,刘贝,10003,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1443,刘贝,10003,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1444,张菲,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1445,张菲,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1446,张菲,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1447,张菲,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1448,张菲,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1449,张菲,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1450,张菲,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1451,张菲,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1452,张菲,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1453,张菲,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1454,张菲,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1455,张菲,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1456,张菲,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1457,张菲,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1458,张菲,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1459,凄惨大哥哥,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1460,凄惨大哥哥,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1461,凄惨大哥哥,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1462,凄惨大哥哥,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1463,凄惨大哥哥,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1464,凄惨大哥哥,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1465,凄惨大哥哥,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1466,凄惨大哥哥,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1467,凄惨大哥哥,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1468,凄惨大哥哥,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1469,凄惨大哥哥,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1470,凄惨大哥哥,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1471,凄惨大哥哥,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1472,凄惨大哥哥,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1473,凄惨大哥哥,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1474,凄惨大哥哥,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1475,凄惨大哥哥,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1476,凄惨大哥哥,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1477,凄惨大哥哥,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1478,凄惨大哥哥,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1479,凄惨大哥哥,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1480,凄惨大哥哥,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1481,凄惨大哥哥,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1482,凄惨大哥哥,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1483,凄惨大哥哥,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1484,凄惨大哥哥,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1485,凄惨大哥哥,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1486,凄惨大哥哥,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1487,凄惨大哥哥,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1488,凄惨大哥哥,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1489,凄惨大哥哥,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1490,凄惨大哥哥,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1491,凄惨大哥哥,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1492,凄惨大哥哥,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1493,凄惨大哥哥,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1494,凄惨大哥哥,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1495,凄惨大哥哥,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1496,凄惨大哥哥,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1497,凄惨大哥哥,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1498,凄惨大哥哥,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1499,凄惨大哥哥,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1500,凄惨大哥哥,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1501,凄惨大哥哥,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1502,凄惨大哥哥,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1503,凄惨大哥哥,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1504,凄惨大哥哥,10004,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1505,凄惨大哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1506,凄惨大哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1507,凄惨大哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1508,凄惨大哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1509,凄惨大哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1510,凄惨大哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1511,凄惨大哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1512,凄惨大哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1513,凄惨大哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1514,凄惨大哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1515,凄惨大哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1516,凄惨大哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1517,凄惨大哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1518,凄惨大哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1519,凄惨大哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1520,凄惨大哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1521,凄惨大哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1522,凄惨大哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1523,凄惨大哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1524,凄惨大哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1525,凄惨大哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1526,凄惨大哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1527,凄惨大哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1528,才华子木哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1529,才华子木哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1530,才华子木哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1531,才华子木哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1532,才华子木哥哥,10004,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
