唯一id,场景id,地图id,场景类型,挑战CD,在线base经验,在线伙伴经验,在线银币,技能经验,在线金币,在线魔魂值,在线掉落包ID,活动掉落ID,通关base经验,通关job经验,通关银币,通关金币,通关伙伴经验,活动通关现金,通关超过人数,通关公会活跃,通关掉落包ID,bossId,挑战后掉落次数,BOSS挑战等级,巡游前剧情ID,剧情索引ID,战力校验,蓝量加成,战力削弱,停留时间削弱,版本,里程积分,查封配置
20022,22,2,1,1,1420,808,1488,140,0,12,10000:1;10000:5020;10000:500,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,1580,411,4464,5,1120,0,1120,,10000:504,90109040,0,1,,,1240,20:0,2612;9:-4;10:-4;19:-6|3736;9:-6;10:-6;19:-12|4922;9:-10;10:-10;19:-18|6170;9:-12;10:-12;19:-24,10;9:-3;10:-3;19:-4|20;9:-5;10:-5;19:-6|30;9:-6;10:-6;19:-8|40;9:-8;10:-8;19:-10|60;9:-10;10:-10;19:-13|90;9:-12;10:-12;19:-16|120;9:-14;10:-14;19:-19|150;9:-16;10:-16;19:-22|180;9:-18;10:-18;19:-25|240;9:-20;10:-20;19:-28|300;9:-22;10:-22;19:-30|360;9:-25;10:-25;19:-33|420;9:-27;10:-27;19:-35|480;9:-28;10:-28;19:-38|540;9:-32;10:-32;19:-40|600;9:-35;10:-35;19:-42,7,6,
20023,23,2,1,1,1420,808,1488,140,0,12,10000:1;10000:5020;10000:500,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,1590,418,4464,5,1130,0,1140,,10000:504,90114041,0,1,,,1238,20:0,2609;9:-4;10:-4;19:-6|3733;9:-6;10:-6;19:-12|4918;9:-10;10:-10;19:-18|6166;9:-12;10:-12;19:-24,10;9:-3;10:-3;19:-4|20;9:-5;10:-5;19:-6|30;9:-6;10:-6;19:-8|40;9:-8;10:-8;19:-10|60;9:-10;10:-10;19:-13|90;9:-12;10:-12;19:-16|120;9:-14;10:-14;19:-19|150;9:-16;10:-16;19:-22|180;9:-18;10:-18;19:-25|240;9:-20;10:-20;19:-28|300;9:-22;10:-22;19:-30|360;9:-25;10:-25;19:-33|420;9:-27;10:-27;19:-35|480;9:-28;10:-28;19:-38|540;9:-32;10:-32;19:-40|600;9:-35;10:-35;19:-42,7,6,
20024,24,2,1,1,1420,808,1488,140,0,12,10000:1;10000:5020;10000:500,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,1600,425,4464,5,1140,0,1160,,10000:504;10000:6335,90119060,0,1,,,1236,20:0,2606;9:-4;10:-4;19:-6|3730;9:-6;10:-6;19:-12|4915;9:-10;10:-10;19:-18|6163;9:-12;10:-12;19:-24,10;9:-3;10:-3;19:-4|20;9:-5;10:-5;19:-6|30;9:-6;10:-6;19:-8|40;9:-8;10:-8;19:-10|60;9:-10;10:-10;19:-13|90;9:-12;10:-12;19:-16|120;9:-14;10:-14;19:-19|150;9:-16;10:-16;19:-22|180;9:-18;10:-18;19:-25|240;9:-20;10:-20;19:-28|300;9:-22;10:-22;19:-30|360;9:-25;10:-25;19:-33|420;9:-27;10:-27;19:-35|480;9:-28;10:-28;19:-38|540;9:-32;10:-32;19:-40|600;9:-35;10:-35;19:-42,7,6,
20025,25,2,1,1,1420,808,1488,140,0,12,10000:1;10000:5020;10000:500,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,1610,432,4464,5,1150,1,1180,,10000:504,90104051,0,1,,,1234,20:0,3104;9:-4;10:-4;19:-6|4227;9:-6;10:-6;19:-12|5412;9:-10;10:-10;19:-18|6659;9:-12;10:-12;19:-24,10;9:-3;10:-3;19:-4|20;9:-5;10:-5;19:-6|30;9:-6;10:-6;19:-8|40;9:-8;10:-8;19:-10|60;9:-10;10:-10;19:-13|90;9:-12;10:-12;19:-16|120;9:-14;10:-14;19:-19|150;9:-16;10:-16;19:-22|180;9:-18;10:-18;19:-25|240;9:-20;10:-20;19:-28|300;9:-22;10:-22;19:-30|360;9:-25;10:-25;19:-33|420;9:-27;10:-27;19:-35|480;9:-28;10:-28;19:-38|540;9:-32;10:-32;19:-40|600;9:-35;10:-35;19:-42,7,6,
20026,26,2,1,1,1428,812,1492,144,0,12,10000:1;10000:5020;10000:500,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,1620,439,4476,5,1160,0,1200,,10000:503,90109052,0,1,,,1231,20:0,3100;9:-4;10:-4;19:-6|4223;9:-6;10:-6;19:-12|5408;9:-10;10:-10;19:-18|6654;9:-12;10:-12;19:-24,10;9:-3;10:-3;19:-4|20;9:-5;10:-5;19:-6|30;9:-6;10:-6;19:-8|40;9:-8;10:-8;19:-10|60;9:-10;10:-10;19:-13|90;9:-12;10:-12;19:-16|120;9:-14;10:-14;19:-19|150;9:-16;10:-16;19:-22|180;9:-18;10:-18;19:-25|240;9:-20;10:-20;19:-28|300;9:-22;10:-22;19:-30|360;9:-25;10:-25;19:-33|420;9:-27;10:-27;19:-35|480;9:-28;10:-28;19:-38|540;9:-32;10:-32;19:-40|600;9:-35;10:-35;19:-42,7,6,
20027,27,2,1,1,1428,812,1492,144,0,12,10000:1;10000:5020;10000:500,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,1630,446,4476,5,1170,0,1220,,10000:504,90114053,0,1,,,1229,20:0,3097;9:-4;10:-4;19:-6|4220;9:-6;10:-6;19:-12|5404;9:-10;10:-10;19:-18|6650;9:-12;10:-12;19:-24,10;9:-3;10:-3;19:-4|20;9:-5;10:-5;19:-6|30;9:-6;10:-6;19:-8|40;9:-8;10:-8;19:-10|60;9:-10;10:-10;19:-13|90;9:-12;10:-12;19:-16|120;9:-14;10:-14;19:-19|150;9:-16;10:-16;19:-22|180;9:-18;10:-18;19:-25|240;9:-20;10:-20;19:-28|300;9:-22;10:-22;19:-30|360;9:-25;10:-25;19:-33|420;9:-27;10:-27;19:-35|480;9:-28;10:-28;19:-38|540;9:-32;10:-32;19:-40|600;9:-35;10:-35;19:-42,7,6,
20028,28,2,1,1,1428,812,1492,144,0,12,10000:1;10000:5020;10000:500,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,1640,453,4476,5,1180,0,1240,,10000:504,90119054,0,1,,,1226,20:0,3093;9:-4;10:-4;19:-6|4216;9:-6;10:-6;19:-12|5400;9:-10;10:-10;19:-18|6645;9:-12;10:-12;19:-24,10;9:-3;10:-3;19:-4|20;9:-5;10:-5;19:-6|30;9:-6;10:-6;19:-8|40;9:-8;10:-8;19:-10|60;9:-10;10:-10;19:-13|90;9:-12;10:-12;19:-16|120;9:-14;10:-14;19:-19|150;9:-16;10:-16;19:-22|180;9:-18;10:-18;19:-25|240;9:-20;10:-20;19:-28|300;9:-22;10:-22;19:-30|360;9:-25;10:-25;19:-33|420;9:-27;10:-27;19:-35|480;9:-28;10:-28;19:-38|540;9:-32;10:-32;19:-40|600;9:-35;10:-35;19:-42,7,6,
20029,29,2,1,1,1428,812,1492,144,0,12,10000:1;10000:5020;10000:500,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,1650,460,4476,5,1190,0,1260,,10000:504;10000:6334,90104080,0,1,,,1244,20:0,3117;9:-4;10:-4;19:-6|4241;9:-6;10:-6;19:-12|5428;9:-10;10:-10;19:-18|6677;9:-12;10:-12;19:-24,10;9:-3;10:-3;19:-4|20;9:-5;10:-5;19:-6|30;9:-6;10:-6;19:-8|40;9:-8;10:-8;19:-10|60;9:-10;10:-10;19:-13|90;9:-12;10:-12;19:-16|120;9:-14;10:-14;19:-19|150;9:-16;10:-16;19:-22|180;9:-18;10:-18;19:-25|240;9:-20;10:-20;19:-28|300;9:-22;10:-22;19:-30|360;9:-25;10:-25;19:-33|420;9:-27;10:-27;19:-35|480;9:-28;10:-28;19:-38|540;9:-32;10:-32;19:-40|600;9:-35;10:-35;19:-42,7,6,
20030,30,2,1,1,1428,812,1492,144,0,12,10000:1;10000:5020;10000:500,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,1660,467,4476,5,1200,1,1280,,10000:504,90109058,0,1,,,1261,20:0,3139;9:-4;10:-4;19:-6|4265;9:-6;10:-6;19:-12|5454;9:-10;10:-10;19:-18|6706;9:-12;10:-12;19:-24,10;9:-3;10:-3;19:-4|20;9:-5;10:-5;19:-6|30;9:-6;10:-6;19:-8|40;9:-8;10:-8;19:-10|60;9:-10;10:-10;19:-13|90;9:-12;10:-12;19:-16|120;9:-14;10:-14;19:-19|150;9:-16;10:-16;19:-22|180;9:-18;10:-18;19:-25|240;9:-20;10:-20;19:-28|300;9:-22;10:-22;19:-30|360;9:-25;10:-25;19:-33|420;9:-27;10:-27;19:-35|480;9:-28;10:-28;19:-38|540;9:-32;10:-32;19:-40|600;9:-35;10:-35;19:-42,7,6,
20031,31,2,1,1,1436,816,1496,144,0,12,10000:1;10000:5020;10000:500,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,1670,474,4488,5,1210,0,1300,,10000:503,90114059,0,1,,,1278,20:0,3161;9:-4;10:-4;19:-6|4289;9:-6;10:-6;19:-12|5480;9:-10;10:-10;19:-18|6736;9:-12;10:-12;19:-24,10;9:-3;10:-3;19:-4|20;9:-5;10:-5;19:-6|30;9:-6;10:-6;19:-8|40;9:-8;10:-8;19:-10|60;9:-10;10:-10;19:-13|90;9:-12;10:-12;19:-16|120;9:-14;10:-14;19:-19|150;9:-16;10:-16;19:-22|180;9:-18;10:-18;19:-25|240;9:-20;10:-20;19:-28|300;9:-22;10:-22;19:-30|360;9:-25;10:-25;19:-33|420;9:-27;10:-27;19:-35|480;9:-28;10:-28;19:-38|540;9:-32;10:-32;19:-40|600;9:-35;10:-35;19:-42,7,7,
20032,32,2,1,1,1436,816,1496,144,0,12,10000:1;10000:5020;10000:500,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,1680,481,4488,5,1220,0,1320,,10000:504,90104060,0,1,,,1294,20:0,3182;9:-4;10:-4;19:-6|4311;9:-6;10:-6;19:-12|5505;9:-10;10:-10;19:-18|6764;9:-12;10:-12;19:-24,10;9:-3;10:-3;19:-4|20;9:-5;10:-5;19:-6|30;9:-6;10:-6;19:-8|40;9:-8;10:-8;19:-10|60;9:-10;10:-10;19:-13|90;9:-12;10:-12;19:-16|120;9:-14;10:-14;19:-19|150;9:-16;10:-16;19:-22|180;9:-18;10:-18;19:-25|240;9:-20;10:-20;19:-28|300;9:-22;10:-22;19:-30|360;9:-25;10:-25;19:-33|420;9:-27;10:-27;19:-35|480;9:-28;10:-28;19:-38|540;9:-32;10:-32;19:-40|600;9:-35;10:-35;19:-42,7,7,
20033,33,2,1,1,1436,816,1496,144,0,12,10000:1;10000:5020;10000:500,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,1690,488,4488,5,1230,0,1340,,10000:504,90109061,0,1,,,1717,20:0,3732;9:-4;10:-4;19:-6|4903;9:-6;10:-6;19:-12|6161;9:-10;10:-10;19:-18|7504;9:-12;10:-12;19:-24,10;9:-3;10:-3;19:-4|20;9:-5;10:-5;19:-6|30;9:-6;10:-6;19:-8|40;9:-8;10:-8;19:-10|60;9:-10;10:-10;19:-13|90;9:-12;10:-12;19:-16|120;9:-14;10:-14;19:-19|150;9:-16;10:-16;19:-22|180;9:-18;10:-18;19:-25|240;9:-20;10:-20;19:-28|300;9:-22;10:-22;19:-30|360;9:-25;10:-25;19:-33|420;9:-27;10:-27;19:-35|480;9:-28;10:-28;19:-38|540;9:-32;10:-32;19:-40|600;9:-35;10:-35;19:-42,7,7,
20034,34,2,1,1,1436,816,1496,144,0,12,10000:1;10000:5020;10000:500,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,1700,495,4488,5,1240,0,1360,,10000:504,90114062,0,1,,,1737,20:0,3758;9:-4;10:-4;19:-6|4931;9:-6;10:-6;19:-12|6192;9:-10;10:-10;19:-18|7539;9:-12;10:-12;19:-24,10;9:-3;10:-3;19:-4|20;9:-5;10:-5;19:-6|30;9:-6;10:-6;19:-8|40;9:-8;10:-8;19:-10|60;9:-10;10:-10;19:-13|90;9:-12;10:-12;19:-16|120;9:-14;10:-14;19:-19|150;9:-16;10:-16;19:-22|180;9:-18;10:-18;19:-25|240;9:-20;10:-20;19:-28|300;9:-22;10:-22;19:-30|360;9:-25;10:-25;19:-33|420;9:-27;10:-27;19:-35|480;9:-28;10:-28;19:-38|540;9:-32;10:-32;19:-40|600;9:-35;10:-35;19:-42,7,7,
20035,35,2,3,1,1436,816,1496,144,0,12,10000:1;10000:5020;10000:500,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,1710,502,4488,5,1250,3,1380,,10000:5102;,90199110,0,1,,,1758,20:0,3785;9:-4;10:-4;19:-6|4961;9:-6;10:-6;19:-12|6224;9:-10;10:-10;19:-18|7576;9:-12;10:-12;19:-24,10;9:-3;10:-3;19:-4|20;9:-5;10:-5;19:-6|30;9:-6;10:-6;19:-8|40;9:-8;10:-8;19:-10|60;9:-10;10:-10;19:-13|90;9:-12;10:-12;19:-16|120;9:-14;10:-14;19:-19|150;9:-16;10:-16;19:-22|180;9:-18;10:-18;19:-25|240;9:-20;10:-20;19:-28|300;9:-22;10:-22;19:-30|360;9:-25;10:-25;19:-33|420;9:-27;10:-27;19:-35|480;9:-28;10:-28;19:-38|540;9:-32;10:-32;19:-40|600;9:-35;10:-35;19:-42,7,7,
30001,1,3,1,1,1444,820,1500,148,0,12,10000:1;10000:5020;10000:500,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,1720,509,4500,5,1260,0,1392,,10000:503,90200028,0,1,2,3,1837,20:0,3888;9:-4;10:-4;19:-6|5071;9:-6;10:-6;19:-12|6347;9:-10;10:-10;19:-18|7714;9:-12;10:-12;19:-24,10;9:-3;10:-3;19:-4|20;9:-5;10:-5;19:-6|30;9:-6;10:-6;19:-8|40;9:-8;10:-8;19:-10|60;9:-10;10:-10;19:-13|90;9:-12;10:-12;19:-16|120;9:-14;10:-14;19:-19|150;9:-16;10:-16;19:-22|180;9:-18;10:-18;19:-25|240;9:-20;10:-20;19:-28|300;9:-22;10:-22;19:-30|360;9:-25;10:-25;19:-33|420;9:-27;10:-27;19:-35|480;9:-28;10:-28;19:-38|540;9:-32;10:-32;19:-40|600;9:-35;10:-35;19:-42,7,9,
30002,2,3,1,1,1444,820,1500,148,0,12,10000:1;10000:5020;10000:500,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,1730,516,4500,5,1270,0,1404,,10000:504,90205029,0,1,,,1837,20:0,3888;9:-4;10:-4;19:-6|5071;9:-6;10:-6;19:-12|6347;9:-10;10:-10;19:-18|7714;9:-12;10:-12;19:-24,10;9:-3;10:-3;19:-4|20;9:-5;10:-5;19:-6|30;9:-6;10:-6;19:-8|40;9:-8;10:-8;19:-10|60;9:-10;10:-10;19:-13|90;9:-12;10:-12;19:-16|120;9:-14;10:-14;19:-19|150;9:-16;10:-16;19:-22|180;9:-18;10:-18;19:-25|240;9:-20;10:-20;19:-28|300;9:-22;10:-22;19:-30|360;9:-25;10:-25;19:-33|420;9:-27;10:-27;19:-35|480;9:-28;10:-28;19:-38|540;9:-32;10:-32;19:-40|600;9:-35;10:-35;19:-42,7,9,
30003,3,3,1,1,1444,820,1500,148,0,12,10000:1;10000:5020;10000:500,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,1740,523,4500,5,1280,0,1416,,10000:504,90210030,0,1,,,1837,20:0,3888;9:-4;10:-4;19:-6|5071;9:-6;10:-6;19:-12|6347;9:-10;10:-10;19:-18|7714;9:-12;10:-12;19:-24,10;9:-3;10:-3;19:-4|20;9:-5;10:-5;19:-6|30;9:-6;10:-6;19:-8|40;9:-8;10:-8;19:-10|60;9:-10;10:-10;19:-13|90;9:-12;10:-12;19:-16|120;9:-14;10:-14;19:-19|150;9:-16;10:-16;19:-22|180;9:-18;10:-18;19:-25|240;9:-20;10:-20;19:-28|300;9:-22;10:-22;19:-30|360;9:-25;10:-25;19:-33|420;9:-27;10:-27;19:-35|480;9:-28;10:-28;19:-38|540;9:-32;10:-32;19:-40|600;9:-35;10:-35;19:-42,7,9,
30004,4,3,1,1,1444,820,1500,148,0,12,10000:1;10000:5020;10000:500,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,1750,530,4500,5,1290,0,1428,,10000:504,90215031,0,1,,,1837,20:0,3888;9:-4;10:-4;19:-6|5071;9:-6;10:-6;19:-12|6347;9:-10;10:-10;19:-18|7714;9:-12;10:-12;19:-24,10;9:-3;10:-3;19:-4|20;9:-5;10:-5;19:-6|30;9:-6;10:-6;19:-8|40;9:-8;10:-8;19:-10|60;9:-10;10:-10;19:-13|90;9:-12;10:-12;19:-16|120;9:-14;10:-14;19:-19|150;9:-16;10:-16;19:-22|180;9:-18;10:-18;19:-25|240;9:-20;10:-20;19:-28|300;9:-22;10:-22;19:-30|360;9:-25;10:-25;19:-33|420;9:-27;10:-27;19:-35|480;9:-28;10:-28;19:-38|540;9:-32;10:-32;19:-40|600;9:-35;10:-35;19:-42,7,9,
30005,5,3,1,1,1444,820,1500,148,0,12,10000:1;10000:5020;10000:500,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,1760,537,4500,5,1300,1,1440,,10000:504,90201032,0,1,,,1837,20:0,3888;9:-4;10:-4;19:-6|5071;9:-6;10:-6;19:-12|6347;9:-10;10:-10;19:-18|7714;9:-12;10:-12;19:-24,10;9:-3;10:-3;19:-4|20;9:-5;10:-5;19:-6|30;9:-6;10:-6;19:-8|40;9:-8;10:-8;19:-10|60;9:-10;10:-10;19:-13|90;9:-12;10:-12;19:-16|120;9:-14;10:-14;19:-19|150;9:-16;10:-16;19:-22|180;9:-18;10:-18;19:-25|240;9:-20;10:-20;19:-28|300;9:-22;10:-22;19:-30|360;9:-25;10:-25;19:-33|420;9:-27;10:-27;19:-35|480;9:-28;10:-28;19:-38|540;9:-32;10:-32;19:-40|600;9:-35;10:-35;19:-42,7,9,
30006,6,3,1,1,1452,824,1504,148,0,12,10000:1;10000:5020;10000:500,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,1770,544,4512,5,1310,0,1452,,10000:503,90206033,0,1,,,1837,20:0,3888;9:-4;10:-4;19:-6|5071;9:-6;10:-6;19:-12|6347;9:-10;10:-10;19:-18|7714;9:-12;10:-12;19:-24,10;9:-3;10:-3;19:-4|20;9:-5;10:-5;19:-6|30;9:-6;10:-6;19:-8|40;9:-8;10:-8;19:-10|60;9:-10;10:-10;19:-13|90;9:-12;10:-12;19:-16|120;9:-14;10:-14;19:-19|150;9:-16;10:-16;19:-22|180;9:-18;10:-18;19:-25|240;9:-20;10:-20;19:-28|300;9:-22;10:-22;19:-30|360;9:-25;10:-25;19:-33|420;9:-27;10:-27;19:-35|480;9:-28;10:-28;19:-38|540;9:-32;10:-32;19:-40|600;9:-35;10:-35;19:-42,7,9,
30007,7,3,1,1,1452,824,1504,148,0,12,10000:1;10000:5020;10000:500,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,1780,551,4512,5,1320,0,1464,,10000:504,90211034,0,1,,,1837,20:0,3888;9:-4;10:-4;19:-6|5071;9:-6;10:-6;19:-12|6347;9:-10;10:-10;19:-18|7714;9:-12;10:-12;19:-24,10;9:-3;10:-3;19:-4|20;9:-5;10:-5;19:-6|30;9:-6;10:-6;19:-8|40;9:-8;10:-8;19:-10|60;9:-10;10:-10;19:-13|90;9:-12;10:-12;19:-16|120;9:-14;10:-14;19:-19|150;9:-16;10:-16;19:-22|180;9:-18;10:-18;19:-25|240;9:-20;10:-20;19:-28|300;9:-22;10:-22;19:-30|360;9:-25;10:-25;19:-33|420;9:-27;10:-27;19:-35|480;9:-28;10:-28;19:-38|540;9:-32;10:-32;19:-40|600;9:-35;10:-35;19:-42,7,9,
30008,8,3,1,1,1452,824,1504,148,0,12,10000:1;10000:5020;10000:500,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,1790,558,4512,5,1330,0,1476,,10000:504,90216035,0,1,,,1837,20:0,3888;9:-4;10:-4;19:-6|5071;9:-6;10:-6;19:-12|6347;9:-10;10:-10;19:-18|7714;9:-12;10:-12;19:-24,10;9:-3;10:-3;19:-4|20;9:-5;10:-5;19:-6|30;9:-6;10:-6;19:-8|40;9:-8;10:-8;19:-10|60;9:-10;10:-10;19:-13|90;9:-12;10:-12;19:-16|120;9:-14;10:-14;19:-19|150;9:-16;10:-16;19:-22|180;9:-18;10:-18;19:-25|240;9:-20;10:-20;19:-28|300;9:-22;10:-22;19:-30|360;9:-25;10:-25;19:-33|420;9:-27;10:-27;19:-35|480;9:-28;10:-28;19:-38|540;9:-32;10:-32;19:-40|600;9:-35;10:-35;19:-42,7,9,
30009,9,3,1,1,1452,824,1504,148,0,12,10000:1;10000:5020;10000:500,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,1800,565,4512,5,1340,0,1488,,10000:504;10000:6123,90202054,0,1,,,1837,20:0,3888;9:-4;10:-4;19:-6|5071;9:-6;10:-6;19:-12|6347;9:-10;10:-10;19:-18|7714;9:-12;10:-12;19:-24,10;9:-3;10:-3;19:-4|20;9:-5;10:-5;19:-6|30;9:-6;10:-6;19:-8|40;9:-8;10:-8;19:-10|60;9:-10;10:-10;19:-13|90;9:-12;10:-12;19:-16|120;9:-14;10:-14;19:-19|150;9:-16;10:-16;19:-22|180;9:-18;10:-18;19:-25|240;9:-20;10:-20;19:-28|300;9:-22;10:-22;19:-30|360;9:-25;10:-25;19:-33|420;9:-27;10:-27;19:-35|480;9:-28;10:-28;19:-38|540;9:-32;10:-32;19:-40|600;9:-35;10:-35;19:-42,7,9,
30010,10,3,1,1,1452,824,1504,148,0,12,10000:1;10000:5020;10000:500,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,1810,572,4512,5,1350,1,1500,,10000:504,90207040,0,1,,,2668,20:0,4968;9:-4;10:-4;19:-6|6235;9:-6;10:-6;19:-12|7635;9:-10;10:-10;19:-18|9169;9:-12;10:-12;19:-24,10;9:-3;10:-3;19:-4|20;9:-5;10:-5;19:-6|30;9:-6;10:-6;19:-8|40;9:-8;10:-8;19:-10|60;9:-10;10:-10;19:-13|90;9:-12;10:-12;19:-16|120;9:-14;10:-14;19:-19|150;9:-16;10:-16;19:-22|180;9:-18;10:-18;19:-25|240;9:-20;10:-20;19:-28|300;9:-22;10:-22;19:-30|360;9:-25;10:-25;19:-33|420;9:-27;10:-27;19:-35|480;9:-28;10:-28;19:-38|540;9:-32;10:-32;19:-40|600;9:-35;10:-35;19:-42,7,9,
30011,11,3,1,1,1460,828,1508,152,0,12,10000:1;10000:5020;10000:500,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,1820,579,4524,5,1360,0,1512,,10000:503,90212041,0,1,,,2612,20:0,6395;9:-4;10:-4;19:-6|7656;9:-6;10:-6;19:-12|9048;9:-10;10:-10;19:-18|10571;9:-12;10:-12;19:-24,10;9:-3;10:-3;19:-4|20;9:-5;10:-5;19:-6|30;9:-6;10:-6;19:-8|40;9:-8;10:-8;19:-10|60;9:-10;10:-10;19:-13|90;9:-12;10:-12;19:-16|120;9:-14;10:-14;19:-19|150;9:-16;10:-16;19:-22|180;9:-18;10:-18;19:-25|240;9:-20;10:-20;19:-28|300;9:-22;10:-22;19:-30|360;9:-25;10:-25;19:-33|420;9:-27;10:-27;19:-35|480;9:-28;10:-28;19:-38|540;9:-32;10:-32;19:-40|600;9:-35;10:-35;19:-42,7,10,
30012,12,3,1,1,1460,828,1508,152,0,12,10000:1;10000:5020;10000:500,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,1830,586,4524,5,1370,0,1524,,10000:504,90217042,0,1,,,2560,20:0,6328;9:-4;10:-4;19:-6|7584;9:-6;10:-6;19:-12|8968;9:-10;10:-10;19:-18|10480;9:-12;10:-12;19:-24,10;9:-3;10:-3;19:-4|20;9:-5;10:-5;19:-6|30;9:-6;10:-6;19:-8|40;9:-8;10:-8;19:-10|60;9:-10;10:-10;19:-13|90;9:-12;10:-12;19:-16|120;9:-14;10:-14;19:-19|150;9:-16;10:-16;19:-22|180;9:-18;10:-18;19:-25|240;9:-20;10:-20;19:-28|300;9:-22;10:-22;19:-30|360;9:-25;10:-25;19:-33|420;9:-27;10:-27;19:-35|480;9:-28;10:-28;19:-38|540;9:-32;10:-32;19:-40|600;9:-35;10:-35;19:-42,7,10,
30013,13,3,1,1,1460,828,1508,152,0,12,10000:1;10000:5020;10000:500,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,1840,593,4524,5,1380,0,1536,,10000:504,90203043,0,1,,,2513,20:0,6266;9:-4;10:-4;19:-6|7518;9:-6;10:-6;19:-12|8895;9:-10;10:-10;19:-18|10397;9:-12;10:-12;19:-24,10;9:-3;10:-3;19:-4|20;9:-5;10:-5;19:-6|30;9:-6;10:-6;19:-8|40;9:-8;10:-8;19:-10|60;9:-10;10:-10;19:-13|90;9:-12;10:-12;19:-16|120;9:-14;10:-14;19:-19|150;9:-16;10:-16;19:-22|180;9:-18;10:-18;19:-25|240;9:-20;10:-20;19:-28|300;9:-22;10:-22;19:-30|360;9:-25;10:-25;19:-33|420;9:-27;10:-27;19:-35|480;9:-28;10:-28;19:-38|540;9:-32;10:-32;19:-40|600;9:-35;10:-35;19:-42,7,10,
30014,14,3,1,1,1460,828,1508,152,0,12,10000:1;10000:5020;10000:500,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,1850,600,4524,5,1390,0,1548,,10000:504,90208044,0,1,,,2470,20:0,6211;9:-4;10:-4;19:-6|7458;9:-6;10:-6;19:-12|8828;9:-10;10:-10;19:-18|10322;9:-12;10:-12;19:-24,10;9:-3;10:-3;19:-4|20;9:-5;10:-5;19:-6|30;9:-6;10:-6;19:-8|40;9:-8;10:-8;19:-10|60;9:-10;10:-10;19:-13|90;9:-12;10:-12;19:-16|120;9:-14;10:-14;19:-19|150;9:-16;10:-16;19:-22|180;9:-18;10:-18;19:-25|240;9:-20;10:-20;19:-28|300;9:-22;10:-22;19:-30|360;9:-25;10:-25;19:-33|420;9:-27;10:-27;19:-35|480;9:-28;10:-28;19:-38|540;9:-32;10:-32;19:-40|600;9:-35;10:-35;19:-42,7,10,
