id,道具类型,道具品质,叠加数量,是否自动使用,是否消耗道具,需要等级,是否绑定,是否分职业,合成目标,分解目标,道具时效,碎片展示,获取途径,属性,对应藏品,道具使用所需时间
14235,48,3,0,0,,,1,,,,,,,,,
14236,48,3,0,0,,,1,,,,,,,,,
14237,48,3,0,0,,,1,,,,,,,,,
14238,48,3,0,0,,,1,,,,,,,,,
14239,48,3,0,0,,,1,,,,,,,,,
14240,48,4,0,0,,,1,,,,,,,,,
14241,48,4,0,0,,,1,,,,,,,,,
14242,48,4,0,0,,,1,,,,,,,,,
14243,48,4,0,0,,,1,,,,,,,,,
14244,48,4,0,0,,,1,,,,,,,,,
14245,48,4,0,0,,,1,,,,,,,,,
14246,48,4,0,0,,,1,,,,,,,,,
14247,48,4,0,0,,,1,,,,,,,,,
14248,48,4,0,0,,,1,,,,,,,,,
14249,48,4,0,0,,,1,,,,,,,,,
14250,48,4,0,0,,,1,,,,,,,,,
14251,48,4,0,0,,,1,,,,,,,,,
14252,48,4,0,0,,,1,,,,,,,,,
14253,48,4,0,0,,,1,,,,,,,,,
14254,48,4,0,0,,,1,,,,,,,,,
14255,48,4,0,0,,,1,,,,,,,,,
14256,48,4,0,0,,,1,,,,,,,,,
14257,48,4,0,0,,,1,,,,,,,,,
14258,48,4,0,0,,,1,,,,,,,,,
14259,48,4,0,0,,,1,,,,,,,,,
14260,48,4,0,0,,,1,,,,,,,,,
14261,48,4,0,0,,,1,,,,,,,,,
14262,48,4,0,0,,,1,,,,,,,,,
14263,48,4,0,0,,,1,,,,,,,,,
14264,48,4,0,0,,,1,,,,,,,,,
14265,48,4,0,0,,,1,,,,,,,,,
14266,48,4,0,0,,,1,,,,,,,,,
14267,48,4,0,0,,,1,,,,,,,,,
14268,48,4,0,0,,,1,,,,,,,,,
14269,48,4,0,0,,,1,,,,,,,,,
14270,48,4,0,0,,,1,,,,,,,,,
14271,48,4,0,0,,,1,,,,,,,,,
14272,48,4,0,0,,,1,,,,,,,,,
14273,48,4,0,0,,,1,,,,,,,,,
14274,48,4,0,0,,,1,,,,,,,,,
14275,48,4,0,0,,,1,,,,,,,,,
14276,48,4,0,0,,,1,,,,,,,,,
14277,48,4,0,0,,,1,,,,,,,,,
14278,48,4,0,0,,,1,,,,,,,,,
14279,48,4,0,0,,,1,,,,,,,,,
14280,48,4,0,0,,,1,,,,,,,,,
14281,48,4,0,0,,,1,,,,,,,,,
14282,48,4,0,0,,,1,,,,,,,,,
14283,48,4,0,0,,,1,,,,,,,,,
14284,48,4,0,0,,,1,,,,,,,,,
14285,48,4,0,0,,,1,,,,,,,,,
14286,48,4,0,0,,,1,,,,,,,,,
14287,48,4,0,0,,,1,,,,,,,,,
14288,48,4,0,0,,,1,,,,,,,,,
14289,48,4,0,0,,,1,,,,,,,,,
14290,48,4,0,0,,,1,,,,,,,,,
14291,48,4,0,0,,,1,,,,,,,,,
14292,48,4,0,0,,,1,,,,,,,,,
14293,48,4,0,0,,,1,,,,,,,,,
14294,48,4,0,0,,,1,,,,,,,,,
14295,48,4,0,0,,,1,,,,,,,,,
14296,48,4,0,0,,,1,,,,,,,,,
14297,48,4,0,0,,,1,,,,,,,,,
14298,48,4,0,0,,,1,,,,,,,,,
14299,48,4,0,0,,,1,,,,,,,,,
14300,48,4,0,0,,,1,,,,,,,,,
14301,48,4,0,0,,,1,,,,,,,,,
14302,48,4,0,0,,,1,,,,,,,,,
14303,48,4,0,0,,,1,,,,,,,,,
14304,48,4,0,0,,,1,,,,,,,,,
14305,48,4,0,0,,,1,,,,,,,,,
14306,48,4,0,0,,,1,,,,,,,,,
14307,48,4,0,0,,,1,,,,,,,,,
14308,48,4,0,0,,,1,,,,,,,,,
14309,48,4,0,0,,,1,,,,,,,,,
14310,48,4,0,0,,,1,,,,,,,,,
14311,48,4,0,0,,,1,,,,,,,,,
14312,48,4,0,0,,,1,,,,,,,,,
14313,48,4,0,0,,,1,,,,,,,,,
14314,48,4,0,0,,,1,,,,,,,,,
14315,48,4,0,0,,,1,,,,,,,,,
14316,48,4,0,0,,,1,,,,,,,,,
14317,48,4,0,0,,,1,,,,,,,,,
14318,48,4,0,0,,,1,,,,,,,,,
14319,48,4,0,0,,,1,,,,,,,,,
14320,48,4,0,0,,,1,,,,,,,,,
14321,48,4,0,0,,,1,,,,,,,,,
14322,48,4,0,0,,,1,,,,,,,,,
14323,48,4,0,0,,,1,,,,,,,,,
14324,48,4,0,0,,,1,,,,,,,,,
14325,48,4,0,0,,,1,,,,,,,,,
14326,48,4,0,0,,,1,,,,,,,,,
14327,48,4,0,0,,,1,,,,,,,,,
14328,48,4,0,0,,,1,,,,,,,,,
14329,48,4,0,0,,,1,,,,,,,,,
14330,48,4,0,0,,,1,,,,,,,,,
14331,48,4,0,0,,,1,,,,,,,,,
14332,48,4,0,0,,,1,,,,,,,,,
14333,48,4,0,0,,,1,,,,,,,,,
14334,48,4,0,0,,,1,,,,,,,,,
14335,48,4,0,0,,,1,,,,,,,,,
14336,48,4,0,0,,,1,,,,,,,,,
14337,48,4,0,0,,,1,,,,,,,,,
14338,48,4,0,0,,,1,,,,,,,,,
14339,48,4,0,0,,,1,,,,,,,,,
14340,48,4,0,0,,,1,,,,,,,,,
14341,48,4,0,0,,,1,,,,,,,,,
14342,48,4,0,0,,,1,,,,,,,,,
14343,48,4,0,0,,,1,,,,,,,,,
14344,48,4,0,0,,,1,,,,,,,,,
14345,48,4,0,0,,,1,,,,,,,,,
14346,48,4,0,0,,,1,,,,,,,,,
14347,48,4,0,0,,,1,,,,,,,,,
14348,48,4,0,0,,,1,,,,,,,,,
14349,48,4,0,0,,,1,,,,,,,,,
14350,48,4,0,0,,,1,,,,,,,,,
14351,48,4,0,0,,,1,,,,,,,,,
14352,48,4,0,0,,,1,,,,,,,,,
14353,48,4,0,0,,,1,,,,,,,,,
14354,48,4,0,0,,,1,,,,,,,,,
14355,48,4,0,0,,,1,,,,,,,,,
14356,48,4,0,0,,,1,,,,,,,,,
14357,48,4,0,0,,,1,,,,,,,,,
14358,48,4,0,0,,,1,,,,,,,,,
14359,48,4,0,0,,,1,,,,,,,,,
14360,48,4,0,0,,,1,,,,,,,,,
14361,48,4,0,0,,,1,,,,,,,,,
14362,48,4,0,0,,,1,,,,,,,,,
14363,48,4,0,0,,,1,,,,,,,,,
14364,48,4,0,0,,,1,,,,,,,,,
14365,48,4,0,0,,,1,,,,,,,,,
14366,48,4,0,0,,,1,,,,,,,,,
14367,48,4,0,0,,,1,,,,,,,,,
14368,48,4,0,0,,,1,,,,,,,,,
14369,48,4,0,0,,,1,,,,,,,,,
14370,48,4,0,0,,,1,,,,,,,,,
14371,48,4,0,0,,,1,,,,,,,,,
14372,48,4,0,0,,,1,,,,,,,,,
14373,48,4,0,0,,,1,,,,,,,,,
14374,48,4,0,0,,,1,,,,,,,,,
14375,48,4,0,0,,,1,,,,,,,,,
14376,48,4,0,0,,,1,,,,,,,,,
14377,48,4,0,0,,,1,,,,,,,,,
14378,48,4,0,0,,,1,,,,,,,,,
14379,48,4,0,0,,,1,,,,,,,,,
14380,48,4,0,0,,,1,,,,,,,,,
14381,48,4,0,0,,,1,,,,,,,,,
14382,48,4,0,0,,,1,,,,,,,,,
14383,48,4,0,0,,,1,,,,,,,,,
14384,48,4,0,0,,,1,,,,,,,,,
14385,48,4,0,0,,,1,,,,,,,,,
14386,48,4,0,0,,,1,,,,,,,,,
14387,48,4,0,0,,,1,,,,,,,,,
14388,48,4,0,0,,,1,,,,,,,,,
14389,48,4,0,0,,,1,,,,,,,,,
14390,48,4,0,0,,,1,,,,,,,,,
14391,48,4,0,0,,,1,,,,,,,,,
14392,48,4,0,0,,,1,,,,,,,,,
14393,48,4,0,0,,,1,,,,,,,,,
14394,48,4,0,0,,,1,,,,,,,,,
14395,48,4,0,0,,,1,,,,,,,,,
14396,48,4,0,0,,,1,,,,,,,,,
14397,48,4,0,0,,,1,,,,,,,,,
14398,48,4,0,0,,,1,,,,,,,,,
14399,48,4,0,0,,,1,,,,,,,,,
14400,48,4,0,0,,,1,,,,,,,,,
14401,48,4,0,0,,,1,,,,,,,,,
14402,48,4,0,0,,,1,,,,,,,,,
14403,48,4,0,0,,,1,,,,,,,,,
14404,48,4,0,0,,,1,,,,,,,,,
14405,48,4,0,0,,,1,,,,,,,,,
14406,48,4,0,0,,,1,,,,,,,,,
14407,48,4,0,0,,,1,,,,,,,,,
14408,48,4,0,0,,,1,,,,,,,,,
14409,48,4,0,0,,,1,,,,,,,,,
14410,48,4,0,0,,,1,,,,,,,,,
14411,48,4,0,0,,,1,,,,,,,,,
14412,48,4,0,0,,,1,,,,,,,,,
14413,48,4,0,0,,,1,,,,,,,,,
14414,48,4,0,0,,,1,,,,,,,,,
14415,48,4,0,0,,,1,,,,,,,,,
14416,48,4,0,0,,,1,,,,,,,,,
14417,48,4,0,0,,,1,,,,,,,,,
14418,48,4,0,0,,,1,,,,,,,,,
14419,48,4,0,0,,,1,,,,,,,,,
14420,48,4,0,0,,,1,,,,,,,,,
14421,48,4,0,0,,,1,,,,,,,,,
14422,48,4,0,0,,,1,,,,,,,,,
14423,48,4,0,0,,,1,,,,,,,,,
14424,48,4,0,0,,,1,,,,,,,,,
14425,48,4,0,0,,,1,,,,,,,,,
14426,48,4,0,0,,,1,,,,,,,,,
14427,48,4,0,0,,,1,,,,,,,,,
14428,48,4,0,0,,,1,,,,,,,,,
14429,48,4,0,0,,,1,,,,,,,,,
14430,48,4,0,0,,,1,,,,,,,,,
14431,48,4,0,0,,,1,,,,,,,,,
14432,48,4,0,0,,,1,,,,,,,,,
14433,48,4,0,0,,,1,,,,,,,,,
14434,48,4,0,0,,,1,,,,,,,,,
14435,48,4,0,0,,,1,,,,,,,,,
14436,48,4,0,0,,,1,,,,,,,,,
14437,48,4,0,0,,,1,,,,,,,,,
14438,48,4,0,0,,,1,,,,,,,,,
14439,48,4,0,0,,,1,,,,,,,,,
14999,16,3,9999,0,,,,,5033,5033,,,,,,
15000,16,4,9999,0,,,,,5034,5034,,,,,,
15001,16,4,9999,0,,30,1,,4025,4025,,,,,,
15002,16,4,9999,0,,40,1,,4026,4026,,,,,,
15003,16,4,9999,0,,50,1,,4027,4027,,,,,,
15004,16,4,9999,0,,60,1,,4028,4028,,,,,,
15005,16,4,9999,0,,65,1,,4029,4029,,,,,,
15006,16,4,9999,0,,70,1,,4030,4030,,,,,,
15007,16,4,9999,0,,75,1,,4031,4031,,,,,,
15008,16,4,9999,0,,80,1,,4032,4032,,,,,,
15009,16,4,9999,0,,85,1,,4033,4033,,,,,,
15010,16,4,9999,0,,90,1,,4034,4034,,,,,,
15011,16,4,9999,0,2:2000,1,1,,4035,4035,,,,,,
15012,16,4,9999,0,2:4000,1,1,,4036,4036,,,,,,
15013,16,4,9999,0,2:8000,1,1,,4037,4037,,,,,,
15014,16,4,9999,0,2:15000,1,1,,4038,4038,,,,,,
15015,16,4,9999,0,2:25000,1,1,,4039,4039,,,,,,
15016,16,4,9999,0,2:50000,1,1,,4040,4040,,,,,,
15017,16,4,9999,0,2:100000,1,1,,4041,4041,,,,,,
15018,16,4,1,0,2:8000,,,,6043,6043,604800,,,,,
15019,16,4,1,0,2:10000,,,,6044,6044,604800,,,,,
15020,16,4,1,0,2:12000,,,,6045,6045,604800,,,,,
15021,16,4,1,0,2:8000,,,,6046,6046,604800,,,,,
15022,16,4,1,0,2:10000,,,,6047,6047,604800,,,,,
15023,16,4,1,0,2:12000,,,,6048,6048,604800,,,,,
15024,32,4,9999,0,,,,,595:1;15018:1;15021:1;12135:1;12138:1;607:1,,604800,,,,,
15025,32,4,9999,0,,,,,169:1;170:1;171:1,,5,,,,,
15026,16,4,9999,0,,,,,6447,6447,,,,,,
15027,16,4,9999,0,,,,,6448,6448,,,,,,
15028,16,4,9999,0,,,,,6449,6449,,,,,,
15029,16,4,9999,0,,,,,6450,6450,,,,,,
15030,16,4,9999,0,,,,,6451,6451,,,,,,
15031,16,4,9999,0,,,,,6452,6452,,,,,,
15032,32,4,9999,0,,,,,13001:1;13074:1;13077:1;13080:1;13084:1;13087:1;13089:1;2:666,,,,,,,
15033,32,4,9999,0,,,,,332:1;333:1;334:1;335:1;336:1;337:1;338:1;339:1;340:1;341:1;342:1;343:1,,,,,,,
15034,32,4,9999,0,,,,,316:1;322:1;323:1;315:1;2:500,,,,,,,
15035,16,4,99,0,,,,,5035,5035,,,,,,
15036,16,3,99,0,,,,,5036,5036,,,,,,
15037,16,4,9999,0,,,,,8005,8004,,,,,,
15038,32,4,9999,0,,,,,13125:1;13126:1;13127:1;13128:1;13129:1;13130:1;13131:1,,,,,,,
15039,16,4,9999,0,,,,,8007,8006,,,,,,
15040,16,4,9999,0,,,,,6536,6536,,,,,,
15041,16,4,9999,0,,,,,6537,6537,,,,,,
15042,32,4,9999,0,,1,1,0,12175:1;12142:1;12171:1;12173:1;12174:1;12141:1,,,,,,,
15043,32,4,9999,0,,1,1,0,12131:1;12159:1;12162:1;12163:1;12164:1;12165:1,,,,,,,
15044,32,4,9999,0,,1,1,0,12136:1;12180:1;12169:1;12166:1;12167:1;12170:1,,,,,,,
15045,32,4,9999,0,,1,1,0,12148:1;12149:1;12150:1;12176:1;12177:1;12179:1,,,,,,,
15046,32,4,9999,0,,1,1,0,12156:1;12158:1;12160:1;12186:1;12190:1;12189:1,,,,,,,
15047,32,4,9999,0,,1,1,0,12151:1;12181:1;12155:1;12182:1;12183:1;12185:1,,,,,,,
15048,16,4,9999,0,,,,,6049,6049,,,,,,
15049,32,4,9999,0,,,,,13106:1;13150:1;13086:1;13107:1;2:3000,,,,,,,
15050,16,4,9999,0,2:2000,1,1,,4045,4045,,,,,,
15051,16,4,9999,0,2:4000,1,1,,4046,4046,,,,,,
15052,16,4,9999,0,2:8000,1,1,,4047,4047,,,,,,
15053,16,4,9999,0,2:15000,1,1,,4048,4048,,,,,,
15054,16,4,9999,0,2:25000,1,1,,4049,4049,,,,,,
15055,16,4,9999,0,2:55000,1,1,,4050,4050,,,,,,
15056,16,4,9999,0,2:100000,1,1,,4051,4051,,,,,,
15057,32,4,9999,0,,,,,13176:1;13177:1,,,,,,,
15058,16,4,9999,0,,,,,8020,8019,,,,,,
15059,32,4,9999,0,,,,,13020:1;13026:1;13063:1;13064:1;13065:1;13076:1,,,,,,,
15060,32,4,9999,0,,,,,13066:1;13078:1;13082:1;13079:1;13083:1;13088:1,,,,,,,
15061,16,4,9999,0,,,,,8201,8201,,,,,,
15062,22,4,9999,0,15062:20,0,1,,5354,5354,3888000,1,,,,
15063,22,4,9999,0,15063:20,0,1,,5431,5431,,4,,,,
15064,22,4,9999,0,15064:20,0,1,,8202,8202,,,,,,
15065,22,4,9999,0,15065:20,0,1,,8203,8203,,,,,,
15066,16,4,9999,0,,,,,6542,6543,,,,,,
15067,16,4,9999,0,,10,,,6544,6544,,,,,,
15068,16,4,9999,0,,15,,,6545,6545,,,,,,
15069,16,4,9999,0,,20,,,6546,6546,,,,,,
15070,16,4,9999,0,,25,,,6547,6547,,,,,,
15071,16,4,9999,0,,30,,,6548,6548,,,,,,
15072,16,4,9999,0,,35,,,6549,6549,,,,,,
15073,16,4,9999,0,,40,,,6550,6550,,,,,,
15074,16,4,9999,0,,45,,,6551,6551,,,,,,
15075,16,4,9999,0,,50,,,6552,6552,,,,,,
15076,16,4,9999,0,,55,,,6553,6553,,,,,,
15077,16,4,9999,0,,55,,,6554,6554,,,,,,
15078,16,4,9999,0,,60,,,6555,6555,,,,,,
15079,16,4,9999,0,,65,,,6556,6556,,,,,,
15080,16,4,9999,0,,70,,,6557,6557,,,,,,
15081,16,4,9999,0,,75,,,6558,6558,,,,,,
15082,16,4,9999,0,,80,,,6559,6559,,,,,,
15083,16,4,9999,0,,85,,,6560,6560,,,,,,
15084,16,4,9999,0,,90,,,6561,6561,,,,,,
15085,16,4,9999,0,,95,,,6562,6562,,,,,,
15086,16,4,9999,0,,100,,,6563,6563,,,,,,
15087,16,4,9999,0,,100,,,6564,6564,,,,,,
15088,16,4,9999,0,,105,,,6565,6565,,,,,,
15089,16,4,9999,0,,110,,,6566,6566,,,,,,
15090,16,4,9999,0,,115,,,6567,6567,,,,,,
15091,16,4,9999,0,,120,,,6568,6568,,,,,,
15092,16,4,9999,0,,125,,,6569,6569,,,,,,
15093,16,4,9999,0,,130,,,6570,6570,,,,,,
15094,16,4,9999,0,,135,,,6571,6571,,,,,,
15095,16,4,9999,0,,140,,,6572,6572,,,,,,
15096,16,4,9999,0,,145,,,6573,6573,,,,,,
15097,16,4,9999,0,,,,,6574,6575,,,,,,
15098,32,4,9999,0,,,,,346:1;347:1;357:1;356:1;358:1;361:1;2:500,,,,,,,
15099,51,2,1,0,,,1,,,,,,,,,
15100,51,3,1,0,,,1,,,,,,,,,
15101,52,4,1,0,,,1,,,,,,,,,
15102,52,3,1,0,,,1,,,,,,,,,
15103,52,4,1,0,,,1,,,,,,,,,
15104,52,3,1,0,,,1,,,,,,,,,
15105,52,4,1,0,,,1,,,,,,,,,
15106,52,3,1,0,,,1,,,,,,,,,
15107,16,4,9999,0,,,,,6576,6577,,,,,,
15108,16,4,9999,0,,,,,6579,6579,,,,,,
15109,51,2,1,0,,,1,,,,,,,,,
15110,22,4,9999,0,15110:20,0,1,,8382,8382,,,,,,
15111,16,4,9999,0,,,,,6580,6581,,,,,,
15112,16,4,9999,0,,,,,6582,6582,,,,,,
16001,46,1,1,0,,,,,,,,,,,,
16002,46,2,1,0,,,,,,,,,,,,
16003,46,3,1,0,,,,,,,,,,,,
16004,46,4,1,0,,,,,,,,,,,,
16005,46,5,1,0,,,,,,,,,,,,
16006,46,1,1,0,,,,,,,,,,,,
16007,46,2,1,0,,,,,,,,,,,,
16008,46,3,1,0,,,,,,,,,,,,
16009,46,4,1,0,,,,,,,,,,,,
16010,46,5,1,0,,,,,,,,,,,,
16011,46,1,1,0,,,,,,,,,,,,
16012,46,2,1,0,,,,,,,,,,,,
16013,46,3,1,0,,,,,,,,,,,,
16014,46,4,1,0,,,,,,,,,,,,
16015,46,5,1,0,,,,,,,,,,,,
16016,46,1,1,0,,,,,,,,,,,,
16017,46,2,1,0,,,,,,,,,,,,
16018,46,3,1,0,,,,,,,,,,,,
16019,46,4,1,0,,,,,,,,,,,,
16020,46,5,1,0,,,,,,,,,,,,
16021,46,1,1,0,,,,,,,,,,,,
16022,46,2,1,0,,,,,,,,,,,,
16023,46,3,1,0,,,,,,,,,,,,
16024,46,4,1,0,,,,,,,,,,,,
16025,46,5,1,0,,,,,,,,,,,,
16026,46,1,1,0,,,,,,,,,,,,
16027,46,2,1,0,,,,,,,,,,,,
16028,46,3,1,0,,,,,,,,,,,,
16029,46,4,1,0,,,,,,,,,,,,
16030,46,5,1,0,,,,,,,,,,,,
