唯一id,怪物id,角色等级,怪物职业,职业类型,生命,蓝量,技能id,属性id,被动技能,英语唯一名
50265,1265,1,1,2,66926.0,100000.0,90404:1;90405:1,8,,NightmareST
50266,1266,1,1,2,66926.0,100000.0,90404:1;90405:1,8,,NightmareST
50267,1267,1,1,2,66926.0,100000.0,90404:1;90405:1,8,,NightmareST
50268,1268,1,1,2,66926.0,100000.0,90404:1;90405:1,8,,NightmareST
50269,1269,1,1,2,66926.0,100000.0,90404:1;90405:1,8,,NightmareST
50270,1270,1,1,2,66926.0,100000.0,90461:1;90462:1,4,,Lora
50271,1271,1,1,2,66926.0,100000.0,90461:1;90462:1,4,,Lora
50272,1272,1,1,2,66926.0,100000.0,90461:1;90462:1,4,,Lora
50273,1273,1,1,2,66926.0,100000.0,90461:1;90462:1,4,,Lora
50274,1274,1,1,2,66926.0,100000.0,90461:1;90462:1,4,,Lora
50275,1275,1,1,2,66926.0,100000.0,90443:1;90444:1,3,,Stapo
50276,1276,1,1,2,66926.0,100000.0,90443:1;90444:1,3,,Stapo
50277,1277,1,1,2,66926.0,100000.0,90443:1;90444:1,3,,Stapo
50278,1278,1,1,2,66926.0,100000.0,90443:1;90444:1,3,,Stapo
50279,1279,1,1,2,66926.0,100000.0,90443:1;90444:1,3,,Stapo
50280,1280,1,1,2,66926.0,100000.0,90416:1;90417:1,3,,Giearth
50281,1281,1,1,2,66926.0,100000.0,90416:1;90417:1,3,,Giearth
50282,1282,1,1,2,66926.0,100000.0,90416:1;90417:1,3,,Giearth
50283,1283,1,1,2,66926.0,100000.0,90416:1;90417:1,3,,Giearth
50284,1284,1,1,2,66926.0,100000.0,90416:1;90417:1,3,,Giearth
50285,1285,1,1,2,66926.0,100000.0,90410:1;90411:1,3,,SavageGold
50286,1286,1,1,2,66926.0,100000.0,90410:1;90411:1,3,,SavageGold
50287,1287,1,1,2,66926.0,100000.0,90410:1;90411:1,3,,SavageGold
50288,1288,1,1,2,66926.0,100000.0,90410:1;90411:1,3,,SavageGold
50289,1289,1,1,2,66926.0,100000.0,90410:1;90411:1,3,,SavageGold
50290,1290,1,1,2,66926.0,100000.0,90425:1;90426:1,7,,Skleworker
50291,1291,1,1,2,66926.0,100000.0,90425:1;90426:1,7,,Skleworker
50292,1292,1,1,2,66926.0,100000.0,90425:1;90426:1,7,,Skleworker
50293,1293,1,1,2,66926.0,100000.0,90425:1;90426:1,7,,Skleworker
50294,1294,1,1,2,66926.0,100000.0,90425:1;90426:1,7,,Skleworker
50295,1295,1,1,2,66926.0,100000.0,90207:1;90208:1,7,,Goldenbug
50296,1296,1,1,2,66926.0,100000.0,90207:1;90208:1,7,,Goldenbug
50297,1297,1,1,2,66926.0,100000.0,90207:1;90208:1,7,,Goldenbug
50298,1298,1,1,2,66926.0,100000.0,90207:1;90208:1,7,,Goldenbug
50299,1299,1,1,2,66926.0,100000.0,90207:1;90208:1,7,,Goldenbug
50300,1300,1,1,2,66926.0,100000.0,90419:1;90420:1,4,,Sandman
50301,1301,1,1,2,66926.0,100000.0,90419:1;90420:1,4,,Sandman
50302,1302,1,1,2,66926.0,100000.0,90419:1;90420:1,4,,Sandman
50303,1303,1,1,2,66926.0,100000.0,90419:1;90420:1,4,,Sandman
50304,1304,1,1,2,66926.0,100000.0,90419:1;90420:1,4,,Sandman
50305,1305,1,1,2,66926.0,100000.0,90467:1;90468:1,4,,Ifrit
50306,1306,1,1,2,66926.0,100000.0,90467:1;90468:1,4,,Ifrit
50307,1307,1,1,2,66926.0,100000.0,90467:1;90468:1,4,,Ifrit
50308,1308,1,1,2,66926.0,100000.0,90467:1;90468:1,4,,Ifrit
50309,1309,1,1,2,66926.0,100000.0,90467:1;90468:1,4,,Ifrit
50310,1310,1,1,2,66926.0,100000.0,90446:1;90447:1,3,,Wildrose
50311,1311,1,1,2,66926.0,100000.0,90446:1;90447:1,3,,Wildrose
50312,1312,1,1,2,66926.0,100000.0,90446:1;90447:1,3,,Wildrose
50313,1313,1,1,2,66926.0,100000.0,90446:1;90447:1,3,,Wildrose
50314,1314,1,1,2,66926.0,100000.0,90446:1;90447:1,3,,Wildrose
50315,1315,1,1,2,66926.0,100000.0,90470:1;90471:1,4,,Muspellskoll
50316,1316,1,1,2,66926.0,100000.0,90470:1;90471:1,4,,Muspellskoll
50317,1317,1,1,2,66926.0,100000.0,90470:1;90471:1,4,,Muspellskoll
50318,1318,1,1,2,66926.0,100000.0,90470:1;90471:1,4,,Muspellskoll
50319,1319,1,1,2,66926.0,100000.0,90470:1;90471:1,4,,Muspellskoll
51000,1320,1,1,2,322444.0,100000.0,90019:1,2,,Madkingrabbit
51001,1321,1,1,2,322444.0,100000.0,90020:1;90019:1,2,,Madkingrabbit
51002,1322,1,1,2,322444.0,100000.0,90017:1;90022:1;90020:1,2,,Madkingrabbit
51003,1323,1,1,2,322444.0,100000.0,90021:1;90019:1;90017:1;90020:1,2,,Madkingrabbit
51004,1324,1,1,2,322444.0,100000.0,90020:1;90019:1;90021:1;90017:1,2,,Madkingrabbit
51005,1325,1,1,2,322444.0,100000.0,90023:1;90027:1,5,,metaller
51006,1326,1,1,2,322444.0,100000.0,90027:1;90023:1,5,,metaller
51007,1327,1,1,2,322444.0,100000.0,90023:1;90025:1;90027:1,5,,metaller
51008,1328,1,1,2,322444.0,100000.0,90028:1;90023:1;90027:1;90025:1,5,,metaller
51009,1329,1,1,2,322444.0,100000.0,90023:1;90027:1;90024:1;90028:1,5,,metaller
51010,1330,1,4,2,322444.0,100000.0,90040:1;90041:1,6,,Mistress
51011,1331,1,4,2,322444.0,100000.0,90043:1;90040:1;90041:1,6,,Mistress
51012,1332,1,4,2,322444.0,100000.0,90040:1;90043:1;90044:1;90046:1,6,,Mistress
51013,1333,1,4,2,322444.0,100000.0,90041:1;90043:1;90042:1;90040:1,6,,Mistress
51014,1334,1,4,2,322444.0,100000.0,90043:1;90040:1;90041:1;90042:1,6,,Mistress
51015,1335,1,1,2,322444.0,100000.0,90030:1;90031:1,4,,Polly
51016,1336,1,1,2,322444.0,100000.0,90032:1;90035:1;90031:1,4,,Polly
51017,1337,1,1,2,322444.0,100000.0,90036:1;90032:1;90031:1;90035:1,4,,Polly
51018,1338,1,1,2,322444.0,100000.0,90030:1;90031:1;90035:1;90032:1,4,,Polly
51019,1339,1,1,2,322444.0,100000.0,90032:1;90031:1;90035:1;90036:1,4,,Polly
51020,1340,1,2,2,322444.0,100000.0,90110:1;90111:1,8,,Ghostring
51021,1341,1,2,2,322444.0,100000.0,90110:1;90111:1,8,,Ghostring
51022,1342,1,2,2,322444.0,100000.0,90110:1;90111:1,8,,Ghostring
51023,1343,1,2,2,322444.0,100000.0,90110:1;90111:1,8,,Ghostring
51024,1344,1,2,2,322444.0,100000.0,90110:1;90111:1,8,,Ghostring
51025,1345,1,1,2,322444.0,100000.0,90107:1;90108:1,5,,Vagabondwolf
51026,1346,1,1,2,322444.0,100000.0,90107:1;90108:1,5,,Vagabondwolf
51027,1347,1,1,2,322444.0,100000.0,90107:1;90108:1,5,,Vagabondwolf
51028,1348,1,1,2,322444.0,100000.0,90107:1;90108:1,5,,Vagabondwolf
51029,1349,1,1,2,322444.0,100000.0,90107:1;90108:1,5,,Vagabondwolf
51030,1350,1,1,2,322444.0,100000.0,90170:1;90171:1,3,,BearST
51031,1351,1,1,2,322444.0,100000.0,90170:1;90171:1,3,,BearST
51032,1352,1,1,2,322444.0,100000.0,90170:1;90171:1,3,,BearST
51033,1353,1,1,2,322444.0,100000.0,90170:1;90171:1,3,,BearST
51034,1354,1,1,2,322444.0,100000.0,90170:1;90171:1,3,,BearST
51035,1355,1,1,2,322444.0,100000.0,90166:1;90167:1,2,,Argiope
51036,1356,1,1,2,322444.0,100000.0,90166:1;90167:1,2,,Argiope
51037,1357,1,1,2,322444.0,100000.0,90166:1;90167:1,2,,Argiope
51038,1358,1,1,2,322444.0,100000.0,90166:1;90167:1,2,,Argiope
51039,1359,1,1,2,322444.0,100000.0,90166:1;90167:1,2,,Argiope
51040,1360,1,1,2,322444.0,100000.0,90203:1;90204:1,4,,Tirfing
51041,1361,1,1,2,322444.0,100000.0,90203:1;90204:1,4,,Tirfing
51042,1362,1,1,2,322444.0,100000.0,90203:1;90204:1,4,,Tirfing
51043,1363,1,1,2,322444.0,100000.0,90203:1;90204:1,4,,Tirfing
51044,1364,1,1,2,322444.0,100000.0,90203:1;90204:1,4,,Tirfing
51045,1365,1,1,2,322444.0,100000.0,90210:1;90211:1,7,,Priest
51046,1366,1,1,2,322444.0,100000.0,90210:1;90211:1,7,,Priest
51047,1367,1,1,2,322444.0,100000.0,90210:1;90211:1,7,,Priest
51048,1368,1,1,2,322444.0,100000.0,90210:1;90211:1,7,,Priest
51049,1369,1,1,2,322444.0,100000.0,90210:1;90211:1,7,,Priest
51050,1370,1,2,2,322444.0,100000.0,90152:1;90153:1,7,,Ancientmummy
51051,1371,1,2,2,322444.0,100000.0,90152:1;90153:1,7,,Ancientmummy
51052,1372,1,2,2,322444.0,100000.0,90152:1;90153:1,7,,Ancientmummy
51053,1373,1,2,2,322444.0,100000.0,90152:1;90153:1,7,,Ancientmummy
51054,1374,1,2,2,322444.0,100000.0,90152:1;90153:1,7,,Ancientmummy
51055,1375,1,1,2,322444.0,100000.0,90113:1;90114:1,7,,Dracula
51056,1376,1,1,2,322444.0,100000.0,90113:1;90114:1,7,,Dracula
51057,1377,1,1,2,322444.0,100000.0,90113:1;90114:1,7,,Dracula
51058,1378,1,1,2,322444.0,100000.0,90113:1;90114:1,7,,Dracula
51059,1379,1,1,2,322444.0,100000.0,90113:1;90114:1,7,,Dracula
51060,1380,1,1,2,322444.0,100000.0,90121:1;90122:1,3,,Orclord
51061,1381,1,1,2,322444.0,100000.0,90121:1;90122:1,3,,Orclord
51062,1382,1,1,2,322444.0,100000.0,90121:1;90122:1,3,,Orclord
51063,1383,1,1,2,322444.0,100000.0,90121:1;90122:1,3,,Orclord
51064,1384,1,1,2,322444.0,100000.0,90121:1;90122:1,3,,Orclord
51065,1385,1,1,2,322444.0,100000.0,90125:1;90126:1,3,,Koboldleader
51066,1386,1,1,2,322444.0,100000.0,90125:1;90126:1,3,,Koboldleader
51067,1387,1,1,2,322444.0,100000.0,90125:1;90126:1,3,,Koboldleader
51068,1388,1,1,2,322444.0,100000.0,90125:1;90126:1,3,,Koboldleader
51069,1389,1,1,2,322444.0,100000.0,90125:1;90126:1,3,,Koboldleader
51070,1390,1,1,2,322444.0,100000.0,90130:1;90131:1,4,,Goblinleader
51071,1391,1,1,2,322444.0,100000.0,90130:1;90131:1,4,,Goblinleader
51072,1392,1,1,2,322444.0,100000.0,90130:1;90131:1,4,,Goblinleader
51073,1393,1,1,2,322444.0,100000.0,90130:1;90131:1,4,,Goblinleader
51074,1394,1,1,2,322444.0,100000.0,90130:1;90131:1,4,,Goblinleader
51075,1395,1,1,2,322444.0,100000.0,90138:1;90139:1,5,,Phreeoni
51076,1396,1,1,2,322444.0,100000.0,90138:1;90139:1,5,,Phreeoni
51077,1397,1,1,2,322444.0,100000.0,90138:1;90139:1,5,,Phreeoni
51078,1398,1,1,2,322444.0,100000.0,90138:1;90139:1,5,,Phreeoni
51079,1399,1,1,2,322444.0,100000.0,90138:1;90139:1,5,,Phreeoni
51080,1400,1,2,2,322444.0,100000.0,90141:1;90142:1,6,,Pecopeco
51081,1401,1,2,2,322444.0,100000.0,90141:1;90142:1,6,,Pecopeco
51082,1402,1,2,2,322444.0,100000.0,90141:1;90142:1,6,,Pecopeco
51083,1403,1,2,2,322444.0,100000.0,90141:1;90142:1,6,,Pecopeco
51084,1404,1,2,2,322444.0,100000.0,90141:1;90142:1,6,,Pecopeco
51085,1405,1,1,2,322444.0,100000.0,90145:1;90146:1,3,,Golem
51086,1406,1,1,2,322444.0,100000.0,90145:1;90146:1,3,,Golem
51087,1407,1,1,2,322444.0,100000.0,90145:1;90146:1,3,,Golem
51088,1408,1,1,2,322444.0,100000.0,90145:1;90146:1,3,,Golem
51089,1409,1,1,2,322444.0,100000.0,90145:1;90146:1,3,,Golem
51090,1410,1,1,2,322444.0,100000.0,90174:1;90175:1,3,,Greatestgeneral
51091,1411,1,1,2,322444.0,100000.0,90174:1;90175:1,3,,Greatestgeneral
51092,1412,1,1,2,322444.0,100000.0,90174:1;90175:1,3,,Greatestgeneral
51093,1413,1,1,2,322444.0,100000.0,90174:1;90175:1,3,,Greatestgeneral
51094,1414,1,1,2,322444.0,100000.0,90174:1;90175:1,3,,Greatestgeneral
51095,1415,1,1,2,322444.0,100000.0,90178:1;90179:1,3,,Dokebi
51096,1416,1,1,2,322444.0,100000.0,90178:1;90179:1,3,,Dokebi
51097,1417,1,1,2,322444.0,100000.0,90178:1;90179:1,3,,Dokebi
51098,1418,1,1,2,322444.0,100000.0,90178:1;90179:1,3,,Dokebi
51099,1419,1,1,2,322444.0,100000.0,90178:1;90179:1,3,,Dokebi
51100,1420,1,1,2,322444.0,100000.0,90185:1;90186:1,2,,Hyegun
51101,1421,1,1,2,322444.0,100000.0,90185:1;90186:1,2,,Hyegun
51102,1422,1,1,2,322444.0,100000.0,90185:1;90186:1,2,,Hyegun
51103,1423,1,1,2,322444.0,100000.0,90185:1;90186:1,2,,Hyegun
51104,1424,1,1,2,322444.0,100000.0,90185:1;90186:1,2,,Hyegun
51105,1425,1,2,2,322444.0,100000.0,90189:1;90190:1,5,,NineTail
51106,1426,1,2,2,322444.0,100000.0,90189:1;90190:1,5,,NineTail
51107,1427,1,2,2,322444.0,100000.0,90189:1;90190:1,5,,NineTail
51108,1428,1,2,2,322444.0,100000.0,90189:1;90190:1,5,,NineTail
51109,1429,1,2,2,322444.0,100000.0,90189:1;90190:1,5,,NineTail
51110,1430,1,4,2,322444.0,100000.0,90192:1;90193:1,5,,OwlbaronBlue
51111,1431,1,4,2,322444.0,100000.0,90192:1;90193:1,5,,OwlbaronBlue
51112,1432,1,4,2,322444.0,100000.0,90192:1;90193:1,5,,OwlbaronBlue
51113,1433,1,4,2,322444.0,100000.0,90192:1;90193:1,5,,OwlbaronBlue
51114,1434,1,4,2,322444.0,100000.0,90192:1;90193:1,5,,OwlbaronBlue
51115,1435,1,1,2,322444.0,100000.0,90195:1;90196:1,6,,Moonlight
51116,1436,1,1,2,322444.0,100000.0,90195:1;90196:1,6,,Moonlight
51117,1437,1,1,2,322444.0,100000.0,90195:1;90196:1,6,,Moonlight
51118,1438,1,1,2,322444.0,100000.0,90195:1;90196:1,6,,Moonlight
51119,1439,1,1,2,322444.0,100000.0,90195:1;90196:1,6,,Moonlight
51120,1440,1,1,2,322444.0,100000.0,90117:1;90118:1,8,,Doppelganger
51121,1441,1,1,2,322444.0,100000.0,90117:1;90118:1,8,,Doppelganger
51122,1442,1,1,2,322444.0,100000.0,90117:1;90118:1,8,,Doppelganger
51123,1443,1,1,2,322444.0,100000.0,90117:1;90118:1,8,,Doppelganger
51124,1444,1,1,2,322444.0,100000.0,90117:1;90118:1,8,,Doppelganger
51125,1445,1,4,2,322444.0,100000.0,90216:1;90217:1,4,,Mysteltainn
51126,1446,1,4,2,322444.0,100000.0,90216:1;90217:1,4,,Mysteltainn
51127,1447,1,4,2,322444.0,100000.0,90216:1;90217:1,4,,Mysteltainn
51128,1448,1,4,2,322444.0,100000.0,90216:1;90217:1,4,,Mysteltainn
51129,1449,1,4,2,322444.0,100000.0,90216:1;90217:1,4,,Mysteltainn
51130,1450,1,1,2,322444.0,100000.0,90199:1;90200:1;90201:1,7,,Knight_of_abyss
51131,1451,1,1,2,322444.0,100000.0,90199:1;90200:1;90201:1,7,,Knight_of_abyss
51132,1452,1,1,2,322444.0,100000.0,90199:1;90200:1;90201:1,7,,Knight_of_abyss
51133,1453,1,1,2,322444.0,100000.0,90199:1;90200:1;90201:1,7,,Knight_of_abyss
51134,1454,1,1,2,322444.0,100000.0,90199:1;90200:1;90201:1,7,,Knight_of_abyss
51135,1455,1,1,2,322444.0,100000.0,90134:1;90135:1,2,,Orchero
51136,1456,1,1,2,322444.0,100000.0,90134:1;90135:1,2,,Orchero
51137,1457,1,1,2,322444.0,100000.0,90134:1;90135:1,2,,Orchero
51138,1458,1,1,2,322444.0,100000.0,90134:1;90135:1,2,,Orchero
51139,1459,1,1,2,322444.0,100000.0,90134:1;90135:1,2,,Orchero
51140,1460,1,1,2,322444.0,100000.0,90156:1;90157:1,3,,Minorous
51141,1461,1,1,2,322444.0,100000.0,90156:1;90157:1,3,,Minorous
51142,1462,1,1,2,322444.0,100000.0,90156:1;90157:1,3,,Minorous
51143,1463,1,1,2,322444.0,100000.0,90156:1;90157:1,3,,Minorous
51144,1464,1,1,2,322444.0,100000.0,90156:1;90157:1,3,,Minorous
51145,1465,1,4,2,322444.0,100000.0,90160:1;90161:1,7,,Pharaoh
51146,1466,1,4,2,322444.0,100000.0,90160:1;90161:1,7,,Pharaoh
51147,1467,1,4,2,322444.0,100000.0,90160:1;90161:1,7,,Pharaoh
51148,1468,1,4,2,322444.0,100000.0,90160:1;90161:1,7,,Pharaoh
51149,1469,1,4,2,322444.0,100000.0,90160:1;90161:1,7,,Pharaoh
51150,1470,1,3,2,322444.0,100000.0,90213:1;90214:1,7,,Amonra
51151,1471,1,3,2,322444.0,100000.0,90213:1;90214:1,7,,Amonra
51152,1472,1,3,2,322444.0,100000.0,90213:1;90214:1,7,,Amonra
51153,1473,1,3,2,322444.0,100000.0,90213:1;90214:1,7,,Amonra
51154,1474,1,3,2,322444.0,100000.0,90213:1;90214:1,7,,Amonra
51155,1475,1,1,2,322444.0,100000.0,90163:1;90164:1,7,,Osiris
51156,1476,1,1,2,322444.0,100000.0,90163:1;90164:1,7,,Osiris
51157,1477,1,1,2,322444.0,100000.0,90163:1;90164:1,7,,Osiris
51158,1478,1,1,2,322444.0,100000.0,90163:1;90164:1,7,,Osiris
51159,1479,1,1,2,322444.0,100000.0,90163:1;90164:1,7,,Osiris
51160,1480,1,1,2,322444.0,100000.0,90149:1;90150:1,7,,Maya
51161,1481,1,1,2,322444.0,100000.0,90149:1;90150:1,7,,Maya
51162,1482,1,1,2,322444.0,100000.0,90149:1;90150:1,7,,Maya
51163,1483,1,1,2,322444.0,100000.0,90149:1;90150:1,7,,Maya
51164,1484,1,1,2,322444.0,100000.0,90149:1;90150:1,7,,Maya
51165,1485,1,1,2,322444.0,100000.0,90182:1;90183:1,3,,Eddga
51166,1486,1,1,2,322444.0,100000.0,90182:1;90183:1,3,,Eddga
51167,1487,1,1,2,322444.0,100000.0,90182:1;90183:1,3,,Eddga
51168,1488,1,1,2,322444.0,100000.0,90182:1;90183:1,3,,Eddga
51169,1489,1,1,2,322444.0,100000.0,90182:1;90183:1,3,,Eddga
51170,1490,1,1,2,322444.0,100000.0,90219:1;90220:1,7,,Darklord
51171,1491,1,1,2,322444.0,100000.0,90219:1;90220:1,7,,Darklord
51172,1492,1,1,2,322444.0,100000.0,90219:1;90220:1,7,,Darklord
51173,1493,1,1,2,322444.0,100000.0,90219:1;90220:1,7,,Darklord
51174,1494,1,1,2,322444.0,100000.0,90219:1;90220:1,7,,Darklord
51175,1495,1,1,2,322444.0,100000.0,90145:1;90146:1,3,,Golem
51176,1496,1,1,2,322444.0,100000.0,90145:1;90146:1,3,,Golem
51177,1497,1,1,2,322444.0,100000.0,90145:1;90146:1,3,,Golem
51178,1498,1,1,2,322444.0,100000.0,90145:1;90146:1,3,,Golem
51179,1499,1,1,2,322444.0,100000.0,90145:1;90146:1,3,,Golem
51180,1500,1,1,2,322444.0,100000.0,90134:1;90135:1,4,,OrcheroRed
51181,1501,1,1,2,322444.0,100000.0,90134:1;90135:1,4,,OrcheroRed
51182,1502,1,1,2,322444.0,100000.0,90134:1;90135:1,4,,OrcheroRed
51183,1503,1,1,2,322444.0,100000.0,90134:1;90135:1,4,,OrcheroRed
51184,1504,1,1,2,322444.0,100000.0,90134:1;90135:1,4,,OrcheroRed
51185,1505,1,1,2,322444.0,100000.0,90449:1;90450:1,4,,Rockgiants
51186,1506,1,1,2,322444.0,100000.0,90449:1;90450:1,4,,Rockgiants
51187,1507,1,1,2,322444.0,100000.0,90449:1;90450:1,4,,Rockgiants
51188,1508,1,1,2,322444.0,100000.0,90449:1;90450:1,4,,Rockgiants
51189,1509,1,1,2,322444.0,100000.0,90449:1;90450:1,4,,Rockgiants
51190,1510,1,1,2,322444.0,100000.0,90399:1;90398:1,7,,Wanderman
51191,1511,1,1,2,322444.0,100000.0,90399:1;90398:1,7,,Wanderman
51192,1512,1,1,2,322444.0,100000.0,90399:1;90398:1,7,,Wanderman
51193,1513,1,1,2,322444.0,100000.0,90399:1;90398:1,7,,Wanderman
51194,1514,1,1,2,322444.0,100000.0,90399:1;90398:1,7,,Wanderman
51195,1515,1,1,2,322444.0,100000.0,90458:1;90459:1,4,,Naghtsieger
51196,1516,1,1,2,322444.0,100000.0,90458:1;90459:1,4,,Naghtsieger
51197,1517,1,1,2,322444.0,100000.0,90458:1;90459:1,4,,Naghtsieger
51198,1518,1,1,2,322444.0,100000.0,90458:1;90459:1,4,,Naghtsieger
51199,1519,1,1,2,322444.0,100000.0,90458:1;90459:1,4,,Naghtsieger
51200,1520,1,1,2,322444.0,100000.0,90437:1;90438:1,5,,PterosaurZI
51201,1521,1,1,2,322444.0,100000.0,90437:1;90438:1,5,,PterosaurZI
51202,1522,1,1,2,322444.0,100000.0,90437:1;90438:1,5,,PterosaurZI
51203,1523,1,1,2,322444.0,100000.0,90437:1;90438:1,5,,PterosaurZI
51204,1524,1,1,2,322444.0,100000.0,90437:1;90438:1,5,,PterosaurZI
51205,1525,1,1,2,322444.0,100000.0,90431:1;90432:1,5,,Petit
51206,1526,1,1,2,322444.0,100000.0,90431:1;90432:1,5,,Petit
51207,1527,1,1,2,322444.0,100000.0,90431:1;90432:1,5,,Petit
51208,1528,1,1,2,322444.0,100000.0,90431:1;90432:1,5,,Petit
51209,1529,1,1,2,322444.0,100000.0,90431:1;90432:1,5,,Petit
51210,1530,1,1,2,322444.0,100000.0,90170:1;90171:1,4,,BearORG
51211,1531,1,1,2,322444.0,100000.0,90170:1;90171:1,4,,BearORG
51212,1532,1,1,2,322444.0,100000.0,90170:1;90171:1,4,,BearORG
51213,1533,1,1,2,322444.0,100000.0,90170:1;90171:1,4,,BearORG
51214,1534,1,1,2,322444.0,100000.0,90170:1;90171:1,4,,BearORG
51215,1535,1,1,2,322444.0,100000.0,90455:1;90456:1,4,,Detale
51216,1536,1,1,2,322444.0,100000.0,90455:1;90456:1,4,,Detale
51217,1537,1,1,2,322444.0,100000.0,90455:1;90456:1,4,,Detale
51218,1538,1,1,2,322444.0,100000.0,90455:1;90456:1,4,,Detale
51219,1539,1,1,2,322444.0,100000.0,90455:1;90456:1,4,,Detale
51220,1540,1,1,2,322444.0,100000.0,90107:1;90108:1,4,,VagabondwolfST
51221,1541,1,1,2,322444.0,100000.0,90107:1;90108:1,4,,VagabondwolfST
51222,1542,1,1,2,322444.0,100000.0,90107:1;90108:1,4,,VagabondwolfST
51223,1543,1,1,2,322444.0,100000.0,90107:1;90108:1,4,,VagabondwolfST
51224,1544,1,1,2,322444.0,100000.0,90107:1;90108:1,4,,VagabondwolfST
51225,1545,1,1,2,322444.0,100000.0,90401:1;90402:1,8,,Nightmare
51226,1546,1,1,2,322444.0,100000.0,90401:1;90402:1,8,,Nightmare
51227,1547,1,1,2,322444.0,100000.0,90401:1;90402:1,8,,Nightmare
51228,1548,1,1,2,322444.0,100000.0,90401:1;90402:1,8,,Nightmare
51229,1549,1,1,2,322444.0,100000.0,90401:1;90402:1,8,,Nightmare
51230,1550,1,1,2,322444.0,100000.0,90407:1;90408:1,3,,SavageST
51231,1551,1,1,2,322444.0,100000.0,90407:1;90408:1,3,,SavageST
51232,1552,1,1,2,322444.0,100000.0,90407:1;90408:1,3,,SavageST
51233,1553,1,1,2,322444.0,100000.0,90407:1;90408:1,3,,SavageST
51234,1554,1,1,2,322444.0,100000.0,90407:1;90408:1,3,,SavageST
51235,1555,1,1,2,322444.0,100000.0,90449:1;90450:1,4,,Rockgiants
51236,1556,1,1,2,322444.0,100000.0,90449:1;90450:1,4,,Rockgiants
51237,1557,1,1,2,322444.0,100000.0,90449:1;90450:1,4,,Rockgiants
51238,1558,1,1,2,322444.0,100000.0,90449:1;90450:1,4,,Rockgiants
51239,1559,1,1,2,322444.0,100000.0,90449:1;90450:1,4,,Rockgiants
51240,1560,1,1,2,322444.0,100000.0,90452:1;90453:1,4,,RockST
51241,1561,1,1,2,322444.0,100000.0,90452:1;90453:1,4,,RockST
51242,1562,1,1,2,322444.0,100000.0,90452:1;90453:1,4,,RockST
51243,1563,1,1,2,322444.0,100000.0,90452:1;90453:1,4,,RockST
51244,1564,1,1,2,322444.0,100000.0,90452:1;90453:1,4,,RockST
51245,1565,1,1,2,322444.0,100000.0,90428:1;90429:1,4,,Jakk
51246,1566,1,1,2,322444.0,100000.0,90428:1;90429:1,4,,Jakk
51247,1567,1,1,2,322444.0,100000.0,90428:1;90429:1,4,,Jakk
51248,1568,1,1,2,322444.0,100000.0,90428:1;90429:1,4,,Jakk
51249,1569,1,1,2,322444.0,100000.0,90428:1;90429:1,4,,Jakk
51250,1570,1,1,2,322444.0,100000.0,90422:1;90423:1,7,,OrcSkeleton
51251,1571,1,1,2,322444.0,100000.0,90422:1;90423:1,7,,OrcSkeleton
51252,1572,1,1,2,322444.0,100000.0,90422:1;90423:1,7,,OrcSkeleton
51253,1573,1,1,2,322444.0,100000.0,90422:1;90423:1,7,,OrcSkeleton
51254,1574,1,1,2,322444.0,100000.0,90422:1;90423:1,7,,OrcSkeleton
51255,1575,1,1,2,322444.0,100000.0,90464:1;90465:1,4,,Pyuriel
51256,1576,1,1,2,322444.0,100000.0,90464:1;90465:1,4,,Pyuriel
51257,1577,1,1,2,322444.0,100000.0,90464:1;90465:1,4,,Pyuriel
51258,1578,1,1,2,322444.0,100000.0,90464:1;90465:1,4,,Pyuriel
51259,1579,1,1,2,322444.0,100000.0,90464:1;90465:1,4,,Pyuriel
51260,1580,1,1,2,322444.0,100000.0,90413:1;90414:1,3,,Magiccard
51261,1581,1,1,2,322444.0,100000.0,90413:1;90414:1,3,,Magiccard
51262,1582,1,1,2,322444.0,100000.0,90413:1;90414:1,3,,Magiccard
51263,1583,1,1,2,322444.0,100000.0,90413:1;90414:1,3,,Magiccard
51264,1584,1,1,2,322444.0,100000.0,90413:1;90414:1,3,,Magiccard
51265,1585,1,1,2,322444.0,100000.0,90404:1;90405:1,8,,NightmareST
51266,1586,1,1,2,322444.0,100000.0,90404:1;90405:1,8,,NightmareST
51267,1587,1,1,2,322444.0,100000.0,90404:1;90405:1,8,,NightmareST
51268,1588,1,1,2,322444.0,100000.0,90404:1;90405:1,8,,NightmareST
51269,1589,1,1,2,322444.0,100000.0,90404:1;90405:1,8,,NightmareST
51270,1590,1,1,2,322444.0,100000.0,90461:1;90462:1,4,,Lora
51271,1591,1,1,2,322444.0,100000.0,90461:1;90462:1,4,,Lora
51272,1592,1,1,2,322444.0,100000.0,90461:1;90462:1,4,,Lora
51273,1593,1,1,2,322444.0,100000.0,90461:1;90462:1,4,,Lora
51274,1594,1,1,2,322444.0,100000.0,90461:1;90462:1,4,,Lora
51275,1595,1,1,2,322444.0,100000.0,90443:1;90444:1,3,,Stapo
51276,1596,1,1,2,322444.0,100000.0,90443:1;90444:1,3,,Stapo
51277,1597,1,1,2,322444.0,100000.0,90443:1;90444:1,3,,Stapo
51278,1598,1,1,2,322444.0,100000.0,90443:1;90444:1,3,,Stapo
51279,1599,1,1,2,322444.0,100000.0,90443:1;90444:1,3,,Stapo
51280,1600,1,1,2,322444.0,100000.0,90416:1;90417:1,3,,Giearth
