索引,BossID,掉落Buff列表,关卡Id,勇士积分
801,56302,5000:11;4000:23;2000:32;2000:35;2000:38;2000:65;2000:104;1500:126;1500:129;1500:135;1500:138;1500:141;1500:144;1500:147;1500:150,7011,8997
802,56182,5000:11;4000:23;2000:32;2000:35;2000:38;2000:65;2000:104;1500:126;1500:129;1500:135;1500:138;1500:141;1500:144;1500:147;1500:150,7011,6716
803,56187,5000:11;4000:23;2000:32;2000:35;2000:38;2000:65;2000:104;1500:126;1500:129;1500:135;1500:138;1500:141;1500:144;1500:147;1500:150,7011,7476
804,56242,3000:2;3000:5;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,7012,7729
805,56247,3000:2;3000:5;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,7012,10897
806,56307,3000:2;3000:5;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,7012,9757
807,56102,3000:2;3000:5;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,7012,6589
808,56217,3000:2;3000:5;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,7012,11278
809,56262,3000:8;3000:107;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,7013,6526
810,56287,3000:8;3000:107;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,7013,8807
811,56177,3000:8;3000:107;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,7013,9947
812,56232,3000:8;3000:107;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,7013,8426
813,56167,3000:8;3000:107;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,7013,10327
814,56102,3000:17;3000:20;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,7014,6589
815,56137,3000:17;3000:20;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,7014,6652
816,56037,3000:17;3000:20;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,7014,7223
817,56312,3000:17;3000:20;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,7014,8236
818,56282,3000:17;3000:20;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,7014,7603
819,56259,3000:59;3000:62;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,7015,14382
820,56202,3000:54;3000:57;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,7016,10517
821,56207,3000:54;3000:57;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,7016,10707
822,56112,3000:54;3000:57;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,7016,6906
823,56107,3000:54;3000:57;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,7016,7096
824,56027,3000:54;3000:57;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,7016,6969
825,56117,3000:15;3000:123;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,7017,6399
826,56012,3000:15;3000:123;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,7017,6779
827,56082,3000:15;3000:123;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,7017,6462
828,56277,3000:15;3000:123;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,7017,10137
829,56253,3000:15;3000:123;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,7017,9187
830,56172,4000:86;4000:89;4000:47;4000:50;4000:74;4000:77;4000:98;4000:101;4000:116;4000:119;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,7018,11468
831,56252,4000:86;4000:89;4000:47;4000:50;4000:74;4000:77;4000:98;4000:101;4000:116;4000:119;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,7018,9187
832,56292,4000:86;4000:89;4000:47;4000:50;4000:74;4000:77;4000:98;4000:101;4000:116;4000:119;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,7018,9377
833,56297,4000:86;4000:89;4000:47;4000:50;4000:74;4000:77;4000:98;4000:101;4000:116;4000:119;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,7018,6842
834,56162,4000:86;4000:89;4000:47;4000:50;4000:74;4000:77;4000:98;4000:101;4000:116;4000:119;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,7018,11088
835,56227,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,7019,9567
836,56022,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,7019,7349
837,56122,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,7019,7856
838,56272,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,7019,12481
839,56308,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,7019,9757
840,56269,4000:87;4000:90;4000:48;4000:51;4000:75;4000:78;4000:99;4000:102;4000:117;4000:120;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,7020,15333
841,56214,5000:12;4000:24;2000:33;2000:36;2000:39;2000:66;2000:105;1500:125;1500:128;1500:134;1500:137;1500:140;1500:143;1500:146;1500:149,7021,8616
842,56224,5000:12;4000:24;2000:33;2000:36;2000:39;2000:66;2000:105;1500:125;1500:128;1500:134;1500:137;1500:140;1500:143;1500:146;1500:149,7021,8046
843,56304,5000:12;4000:24;2000:33;2000:36;2000:39;2000:66;2000:105;1500:125;1500:128;1500:134;1500:137;1500:140;1500:143;1500:146;1500:149,7021,8997
844,56184,5000:12;4000:24;2000:33;2000:36;2000:39;2000:66;2000:105;1500:125;1500:128;1500:134;1500:137;1500:140;1500:143;1500:146;1500:149,7021,6716
845,56189,5000:12;4000:24;2000:33;2000:36;2000:39;2000:66;2000:105;1500:125;1500:128;1500:134;1500:137;1500:140;1500:143;1500:146;1500:149,7021,7476
846,56244,3000:3;3000:6;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,7022,7729
847,56249,3000:3;3000:6;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,7022,10897
848,56309,3000:3;3000:6;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,7022,9757
849,56104,3000:3;3000:6;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,7022,6589
850,56219,3000:3;3000:6;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,7022,11278
851,56264,3000:9;3000:108;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,7023,6526
852,56289,3000:9;3000:108;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,7023,8807
853,56179,3000:9;3000:108;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,7023,9947
854,56234,3000:9;3000:108;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,7023,8426
855,56169,3000:9;3000:108;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,7023,10327
856,56104,3000:18;3000:21;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,7024,6589
857,56139,3000:18;3000:21;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,7024,6652
858,56039,3000:18;3000:21;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,7024,7223
859,56314,3000:18;3000:21;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,7024,8236
860,56284,3000:18;3000:21;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,7024,7603
861,56319,3000:60;3000:63;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,7025,16283
862,56204,3000:54;3000:57;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,7026,10517
863,56209,3000:54;3000:57;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,7026,10707
864,56114,3000:54;3000:57;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,7026,6906
865,56109,3000:54;3000:57;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,7026,7096
866,56029,3000:54;3000:57;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,7026,6969
867,56119,3000:15;3000:123;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,7027,6399
868,56014,3000:15;3000:123;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,7027,6779
869,56084,3000:15;3000:123;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,7027,6462
870,56279,3000:15;3000:123;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,7027,10137
871,56254,3000:15;3000:123;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,7027,9187
872,56174,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,7028,11468
873,56254,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,7028,9187
874,56294,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,7028,9377
875,56299,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,7028,6842
876,56164,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,7028,11088
877,56229,4000:87;4000:90;4000:48;4000:51;4000:75;4000:78;4000:99;4000:102;4000:117;4000:120;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,7029,9567
878,56024,4000:87;4000:90;4000:48;4000:51;4000:75;4000:78;4000:99;4000:102;4000:117;4000:120;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,7029,7349
879,56124,4000:87;4000:90;4000:48;4000:51;4000:75;4000:78;4000:99;4000:102;4000:117;4000:120;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,7029,7856
880,56273,4000:87;4000:90;4000:48;4000:51;4000:75;4000:78;4000:99;4000:102;4000:117;4000:120;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,7029,12481
881,56278,4000:87;4000:90;4000:48;4000:51;4000:75;4000:78;4000:99;4000:102;4000:117;4000:120;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,7029,10137
882,56199,500:1;500:2;500:3,7030,17233
883,57320,5000:10;4000:22;2000:31;2000:34;2000:37;2000:64;2000:103;1500:124;1500:127;1500:133;1500:136;1500:139;1500:142;1500:145;1500:148,8001,18920
884,57345,5000:10;4000:22;2000:31;2000:34;2000:37;2000:64;2000:103;1500:124;1500:127;1500:133;1500:136;1500:139;1500:142;1500:145;1500:148,8001,20890
885,57380,5000:10;4000:22;2000:31;2000:34;2000:37;2000:64;2000:103;1500:124;1500:127;1500:133;1500:136;1500:139;1500:142;1500:145;1500:148,8001,22860
886,57255,5000:10;4000:22;2000:31;2000:34;2000:37;2000:64;2000:103;1500:124;1500:127;1500:133;1500:136;1500:139;1500:142;1500:145;1500:148,8001,16360
887,57270,5000:10;4000:22;2000:31;2000:34;2000:37;2000:64;2000:103;1500:124;1500:127;1500:133;1500:136;1500:139;1500:142;1500:145;1500:148,8001,15960
888,57020,3000:1;3000:4;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,8002,11230
889,57120,3000:1;3000:4;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,8002,12020
890,57225,3000:1;3000:4;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,8002,13790
891,57265,3000:1;3000:4;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,8002,16550
892,57335,3000:1;3000:4;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,8002,36660
893,57340,3000:7;3000:106;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,8003,24830
894,57390,3000:7;3000:106;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,8003,44540
895,57285,3000:7;3000:106;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,8003,13000
896,57310,3000:7;3000:106;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,8003,12410
897,57165,3000:7;3000:106;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,8003,14580
898,57100,3000:16;3000:19;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,8004,9460
899,57135,3000:16;3000:19;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,8004,9650
900,57035,3000:16;3000:19;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,8004,11030
901,57310,3000:16;3000:19;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,8004,12410
902,57305,3000:16;3000:19;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,8004,13990
903,57359,3000:59;3000:62;2000:10;2000:23;2000:32;2000:35;2000:38;2000:65;2000:105;100:146;100:137,8005,40600
904,57200,3000:53;3000:56;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,8006,14780
905,57205,3000:53;3000:56;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,8006,14980
906,57325,3000:53;3000:56;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,8006,28770
907,57350,3000:53;3000:56;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,8006,26800
908,57105,3000:53;3000:56;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,8006,10840
909,57115,3000:14;3000:122;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,8007,8870
910,57010,3000:14;3000:122;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,8007,10050
911,57080,3000:14;3000:122;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,8007,9060
912,57275,3000:14;3000:122;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,8007,14380
913,57250,3000:14;3000:122;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,8007,13400
914,57325,4000:79;4000:82;4000:40;4000:43;4000:67;4000:70;4000:91;4000:94;4000:109;4000:112;500:124;500:127;500:133;500:136;500:139;500:142;500:145;500:148;800:25;800:28;800:130,8008,28770
915,57330,4000:79;4000:82;4000:40;4000:43;4000:67;4000:70;4000:91;4000:94;4000:109;4000:112;500:124;500:127;500:133;500:136;500:139;500:142;500:145;500:148;800:25;800:28;800:130,8008,30750
916,57370,4000:79;4000:82;4000:40;4000:43;4000:67;4000:70;4000:91;4000:94;4000:109;4000:112;500:124;500:127;500:133;500:136;500:139;500:142;500:145;500:148;800:25;800:28;800:130,8008,34690
917,57385,4000:79;4000:82;4000:40;4000:43;4000:67;4000:70;4000:91;4000:94;4000:109;4000:112;500:124;500:127;500:133;500:136;500:139;500:142;500:145;500:148;800:25;800:28;800:130,8008,32720
918,57170,4000:79;4000:82;4000:40;4000:43;4000:67;4000:70;4000:91;4000:94;4000:109;4000:112;500:124;500:127;500:133;500:136;500:139;500:142;500:145;500:148;800:25;800:28;800:130,8008,15760
919,57225,4000:85;4000:88;4000:46;4000:49;4000:73;4000:76;4000:97;4000:100;4000:115;4000:118;500:124;500:127;500:134;500:137;500:140;500:143;500:146;500:149;800:25;800:28;800:130,8009,13790
920,57020,4000:85;4000:88;4000:46;4000:49;4000:73;4000:76;4000:97;4000:100;4000:115;4000:118;500:124;500:127;500:134;500:137;500:140;500:143;500:146;500:149;800:25;800:28;800:130,8009,11230
921,57120,4000:85;4000:88;4000:46;4000:49;4000:73;4000:76;4000:97;4000:100;4000:115;4000:118;500:124;500:127;500:134;500:137;500:140;500:143;500:146;500:149;800:25;800:28;800:130,8009,12020
922,57270,4000:85;4000:88;4000:46;4000:49;4000:73;4000:76;4000:97;4000:100;4000:115;4000:118;500:124;500:127;500:134;500:137;500:140;500:143;500:146;500:149;800:25;800:28;800:130,8009,15960
923,57305,4000:85;4000:88;4000:46;4000:49;4000:73;4000:76;4000:97;4000:100;4000:115;4000:118;500:124;500:127;500:134;500:137;500:140;500:143;500:146;500:149;800:25;800:28;800:130,8009,13990
924,57394,4000:80;4000:83;4000:41;4000:44;4000:68;4000:71;4000:92;4000:95;4000:110;4000:113;500:124;500:127;500:134;500:137;500:140;500:143;500:146;500:149;800:25;800:28;800:130,8010,44540
925,57322,5000:11;4000:23;2000:32;2000:35;2000:38;2000:65;2000:104;1500:126;1500:129;1500:135;1500:138;1500:141;1500:144;1500:147;1500:150,8011,18920
926,57347,5000:11;4000:23;2000:32;2000:35;2000:38;2000:65;2000:104;1500:126;1500:129;1500:135;1500:138;1500:141;1500:144;1500:147;1500:150,8011,20890
927,57382,5000:11;4000:23;2000:32;2000:35;2000:38;2000:65;2000:104;1500:126;1500:129;1500:135;1500:138;1500:141;1500:144;1500:147;1500:150,8011,22860
928,57257,5000:11;4000:23;2000:32;2000:35;2000:38;2000:65;2000:104;1500:126;1500:129;1500:135;1500:138;1500:141;1500:144;1500:147;1500:150,8011,16360
929,57272,5000:11;4000:23;2000:32;2000:35;2000:38;2000:65;2000:104;1500:126;1500:129;1500:135;1500:138;1500:141;1500:144;1500:147;1500:150,8011,15960
930,57022,3000:2;3000:5;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,8012,11230
931,57122,3000:2;3000:5;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,8012,12020
932,57227,3000:2;3000:5;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,8012,13790
933,57267,3000:2;3000:5;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,8012,16550
934,57337,3000:2;3000:5;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,8012,36660
935,57342,3000:8;3000:107;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,8013,24830
936,57392,3000:8;3000:107;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,8013,44540
937,57287,3000:8;3000:107;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,8013,13000
938,57312,3000:8;3000:107;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,8013,12410
939,57167,3000:8;3000:107;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,8013,14580
940,57102,3000:17;3000:20;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,8014,9460
941,57137,3000:17;3000:20;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,8014,9650
942,57037,3000:17;3000:20;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,8014,11030
943,57312,3000:17;3000:20;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,8014,12410
944,57307,3000:17;3000:20;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,8014,13990
945,57379,3000:59;3000:62;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,8015,48490
946,57202,3000:54;3000:57;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,8016,14780
947,57207,3000:54;3000:57;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,8016,14980
948,57327,3000:54;3000:57;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,8016,28770
949,57352,3000:54;3000:57;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,8016,26800
950,57107,3000:54;3000:57;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,8016,10840
951,57117,3000:15;3000:123;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,8017,8870
952,57012,3000:15;3000:123;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,8017,10050
953,57082,3000:15;3000:123;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,8017,9060
954,57277,3000:15;3000:123;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,8017,14380
955,57252,3000:15;3000:123;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,8017,13400
956,57327,4000:86;4000:89;4000:47;4000:50;4000:74;4000:77;4000:98;4000:101;4000:116;4000:119;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,8018,28770
957,57332,4000:86;4000:89;4000:47;4000:50;4000:74;4000:77;4000:98;4000:101;4000:116;4000:119;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,8018,30750
958,57372,4000:86;4000:89;4000:47;4000:50;4000:74;4000:77;4000:98;4000:101;4000:116;4000:119;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,8018,34690
959,57387,4000:86;4000:89;4000:47;4000:50;4000:74;4000:77;4000:98;4000:101;4000:116;4000:119;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,8018,32720
960,57172,4000:86;4000:89;4000:47;4000:50;4000:74;4000:77;4000:98;4000:101;4000:116;4000:119;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,8018,15760
961,57227,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,8019,13790
962,57022,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,8019,11230
963,57122,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,8019,12020
964,57272,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,8019,15960
965,57307,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,8019,13990
966,57399,4000:87;4000:90;4000:48;4000:51;4000:75;4000:78;4000:99;4000:102;4000:117;4000:120;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,8020,52430
967,57323,5000:12;4000:24;2000:33;2000:36;2000:39;2000:66;2000:105;1500:125;1500:128;1500:134;1500:137;1500:140;1500:143;1500:146;1500:149,8021,18920
968,57348,5000:12;4000:24;2000:33;2000:36;2000:39;2000:66;2000:105;1500:125;1500:128;1500:134;1500:137;1500:140;1500:143;1500:146;1500:149,8021,20890
969,57383,5000:12;4000:24;2000:33;2000:36;2000:39;2000:66;2000:105;1500:125;1500:128;1500:134;1500:137;1500:140;1500:143;1500:146;1500:149,8021,22860
970,57258,5000:12;4000:24;2000:33;2000:36;2000:39;2000:66;2000:105;1500:125;1500:128;1500:134;1500:137;1500:140;1500:143;1500:146;1500:149,8021,16360
971,57273,5000:12;4000:24;2000:33;2000:36;2000:39;2000:66;2000:105;1500:125;1500:128;1500:134;1500:137;1500:140;1500:143;1500:146;1500:149,8021,15960
972,57023,3000:3;3000:6;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,8022,11230
973,57123,3000:3;3000:6;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,8022,12020
974,57228,3000:3;3000:6;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,8022,13790
975,57268,3000:3;3000:6;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,8022,16550
976,57338,3000:3;3000:6;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,8022,36660
977,57343,3000:9;3000:108;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,8023,24830
978,57393,3000:9;3000:108;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,8023,44540
979,57288,3000:9;3000:108;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,8023,13000
980,57313,3000:9;3000:108;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,8023,12410
981,57168,3000:9;3000:108;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,8023,14580
982,57103,3000:18;3000:21;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,8024,9460
983,57138,3000:18;3000:21;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,8024,9650
